Unix	jday	dp
1170288000	32	78.39
1170298800	32	93.33
1170309600	32	89.42
1170320400	32	94.52
1170331200	32	88.61
1170342000	32	85.36
1170352800	32	261.08
1170363600	32	81.97
1170374400	33	83.43
1170385200	33	91.28
1170396000	33	103.49
1170406800	33	107.01
1170417600	33	115.98
1170428400	33	125.46
1170439200	33	132.43
1170450000	33	127.98
1170460800	34	130.86
1170471600	34	130.11
1170482400	34	62.17
1170493200	34	60.2
1170504000	34	53.9
1170514800	34	55.05
1170525600	34	62.4
1170536400	34	64.99
1170547200	35	66.37
1170558000	35	71
1170568800	35	71.32
1170579600	35	69.65
1170590400	35	70.6
1170601200	35	84.69
1170612000	35	76.37
1170622800	35	77.95
1170633600	36	76.32
1170644400	36	75.29
1170655200	36	73.77
1170666000	36	70.02
1170676800	36	68.98
1170687600	36	68.23
1170698400	36	67.79
1170709200	36	67.6
1170720000	37	64.81
1170730800	37	65.17
1170741600	37	65.22
1170752400	37	65.84
1170763200	37	64.88
1170774000	37	67.56
1170784800	37	69.38
1170795600	37	70.87
1170806400	38	72.51
1170817200	38	76.75
1170828000	38	79.46
1170838800	38	81.83
1170849600	38	81.4
1170860400	38	83.66
1170871200	38	82.84
1170882000	38	84.12
1170892800	39	82.97
1170903600	39	84.2
1170914400	39	82.9
1170925200	39	83.94
1170936000	39	66.45
1170946800	39	68.79
1170957600	39	66.66
1170968400	39	69.36
1170979200	40	67.37
1170990000	40	70.68
1171000800	40	68.54
1171011600	40	71.86
1171022400	40	70.14
1171033200	40	73.23
1171044000	40	71.3
1171054800	40	74.19
1171065600	41	72.26
1171076400	41	75.27
1171087200	41	73.74
1171098000	41	76.58
1171108800	41	74.68
1171119600	41	77.44
1171130400	41	75.81
1171141200	41	78.49
1171152000	42	77.32
1171162800	42	79.96
1171173600	42	79.21
1171184400	42	81.81
1171195200	42	81.53
1171206000	42	83.87
1171216800	42	83.36
1171227600	42	85.85
1171238400	43	84.33
1171249200	43	86.33
1171260000	43	86.75
1171270800	43	94.24
1171281600	43	105.04
1171292400	43	115.81
1171303200	43	123.24
1171314000	43	124.68
1171324800	44	130.68
1171335600	44	129.58
1171346400	44	133.82
1171357200	44	115.19
1171368000	44	114.14
1171378800	44	116.74
1171389600	44	130.85
1171400400	44	140.46
1171411200	45	170.78
1171422000	45	166.05
1171432800	45	168.57
1171443600	45	164.72
1171454400	45	167.65
1171465200	45	163.9
1171476000	45	169.06
1171486800	45	165.49
1171497600	46	168.79
1171508400	46	164.6
1171519200	46	168.09
1171530000	46	163.55
1171540800	46	167.73
1171551600	46	159.71
1171562400	46	166.93
1171573200	46	164.89
1171584000	47	168.6
1171594800	47	181.25
1171605600	47	179
1171616400	47	165.13
1171627200	47	168.15
1171638000	47	165.57
1171648800	47	168.85
1171659600	47	165.86
1171670400	48	167.85
1171681200	48	159.94
1171692000	48	162.53
1171702800	48	155.61
1171713600	48	155.26
1171724400	48	148
1171735200	48	147.65
1171746000	48	144.5
1171756800	49	144.44
1171767600	49	139.95
1171778400	49	128.14
1171789200	49	133.54
1171800000	49	138.82
1171810800	49	142.3
1171821600	49	146.19
1171832400	49	145.77
1171843200	50	150.86
1171854000	50	142.39
1171864800	50	74.3
1171875600	50	134.58
1171886400	50	136.01
1171897200	50	132.87
1171908000	50	136.41
1171918800	50	134.12
1171929600	51	150.03
1171940400	51	70.6
1171951200	51	72.11
1171962000	51	75.36
1171972800	51	71.9
1171983600	51	71.44
1171994400	51	73.99
1172005200	51	70.69
1172016000	52	67.89
1172026800	52	65.45
1172037600	52	62.92
1172048400	52	60.23
1172059200	52	57.49
1172070000	52	142.57
1172080800	52	145.5
1172091600	52	143.01
1172102400	53	55.99
1172113200	53	47.61
1172124000	53	179.01
1172134800	53	172.27
1172145600	53	174.13
1172156400	53	166.91
1172167200	53	167.88
1172178000	53	171.3
1172188800	54	175.94
1172199600	54	170.65
1172210400	54	154.94
1172221200	54	153.54
1172232000	54	156.41
1172242800	54	160.92
1172253600	54	157.32
1172264400	54	103.76
1172275200	55	90.38
1172286000	55	78.41
1172296800	55	73.46
1172307600	55	71.94
1172318400	55	69.16
1172329200	55	69.5
1172340000	55	72.19
1172350800	55	71.72
1172361600	56	71.59
1172372400	56	76.86
1172383200	56	74.74
1172394000	56	73.99
1172404800	56	72.77
1172415600	56	71.9
1172426400	56	76.84
1172437200	56	70.41
1172448000	57	71
1172458800	57	73.26
1172469600	57	79.56
1172480400	57	80.47
1172491200	57	79.13
1172502000	57	85.43
1172512800	57	180.18
1172523600	57	172.13
1172534400	58	175.38
1172545200	58	108.62
1172556000	58	110.56
1172566800	58	99.07
1172577600	58	117.67
1172588400	58	127.8
1172599200	58	134.97
1172610000	58	167.07
1172620800	59	175.28
1172631600	59	168.26
1172642400	59	172.51
1172653200	59	167.17
1172664000	59	170.95
1172674800	59	165.17
1172685600	59	169.11
1172696400	59	163.21
1172707200	60	156.05
