Unix	jday	dp
1136073600	1	127.86
1136084400	1	126.96
1136095200	1	127.15
1136106000	1	70.27
1136116800	1	58.58
1136127600	1	59.05
1136138400	1	63.84
1136149200	1	64.5
1136160000	2	350.55
1136170800	2	306.82
1136181600	2	295.06
1136192400	2	290.69
1136203200	2	291.48
1136214000	2	288.75
1136224800	2	288.27
1136235600	2	170.23
1136246400	3	174.23
1136257200	3	167.6
1136268000	3	326.84
1136278800	3	337.15
1136289600	3	331.35
1136300400	3	327.16
1136311200	3	150.39
1136322000	3	143.75
1136332800	4	171.41
1136343600	4	186.51
1136354400	4	172.29
1136365200	4	169.42
1136376000	4	334.08
1136386800	4	313.06
1136397600	4	303.79
1136408400	4	169.54
1136419200	5	172.07
1136430000	5	170.88
1136440800	5	175.25
1136451600	5	173.76
1136462400	5	176.84
1136473200	5	240.14
1136484000	5	216.04
1136494800	5	178.73
1136505600	6	170.9
1136516400	6	171.46
1136527200	6	174.18
1136538000	6	169.79
1136548800	6	173.65
1136559600	6	169.89
1136570400	6	176.11
1136581200	6	172.17
1136592000	7	175.86
1136602800	7	171.64
1136613600	7	175.14
1136624400	7	170.08
1136635200	7	174.48
1136646000	7	169.07
1136656800	7	317.11
1136667600	7	173.74
1136678400	8	313.23
1136689200	8	314.11
1136700000	8	314.24
1136710800	8	315.57
1136721600	8	311.08
1136732400	8	172.13
1136743200	8	174.48
1136754000	8	173.95
1136764800	9	178.81
1136775600	9	174
1136786400	9	177.63
1136797200	9	172.4
1136808000	9	176.43
1136818800	9	171.47
1136829600	9	165.77
1136840400	9	159.54
1136851200	10	79.55
1136862000	10	77.33
1136872800	10	75.54
1136883600	10	72.28
1136894400	10	69.13
1136905200	10	66.49
1136916000	10	67.23
1136926800	10	66.08
1136937600	11	64.68
1136948400	11	326.12
1136959200	11	72.55
1136970000	11	68.55
1136980800	11	70.61
1136991600	11	71.28
1137002400	11	203.68
1137013200	11	190.22
1137024000	12	176.97
1137034800	12	168.57
1137045600	12	169.56
1137056400	12	170.66
1137067200	12	64.74
1137078000	12	58.34
1137088800	12	64.96
1137099600	12	67.46
1137110400	13	63.56
1137121200	13	65.46
1137132000	13	67.7
1137142800	13	71.52
1137153600	13	75.44
1137164400	13	87.85
1137175200	13	86.7
1137186000	13	88.33
1137196800	14	86.6
1137207600	14	64.45
1137218400	14	62.39
1137229200	14	62.36
1137240000	14	65.92
1137250800	14	63.33
1137261600	14	71.19
1137272400	14	339.92
1137283200	15	87.6
1137294000	15	88.39
1137304800	15	87.67
1137315600	15	98.99
1137326400	15	109.91
1137337200	15	117.62
1137348000	15	114.15
1137358800	15	116.03
1137369600	16	135.93
1137380400	16	141.03
1137391200	16	148.24
1137402000	16	105.59
1137412800	16	92.4
1137423600	16	87.44
1137434400	16	82.97
1137445200	16	84.44
1137456000	17	83.25
1137466800	17	85.21
1137477600	17	84.84
1137488400	17	86.74
1137499200	17	85.62
1137510000	17	86.99
1137520800	17	11.24
1137531600	17	25.28
1137542400	18	34.57
1137553200	18	220.67
1137564000	18	197.4
1137574800	18	184.47
1137585600	18	181.62
1137596400	18	174.3
1137607200	18	175.74
1137618000	18	170.72
1137628800	19	176.03
1137639600	19	171.17
1137650400	19	176.36
1137661200	19	171.86
1137672000	19	176.13
1137682800	19	170.95
1137693600	19	175.63
1137704400	19	170.52
1137715200	20	174.74
1137726000	20	168.45
1137736800	20	52.91
1137747600	20	165.17
1137758400	20	166.91
1137769200	20	161.51
1137780000	20	165.09
1137790800	20	160.9
1137801600	21	163.43
1137812400	21	155.99
1137823200	21	146.14
1137834000	21	140.33
1137844800	21	169.46
1137855600	21	140.77
1137866400	21	144.74
1137877200	21	135.75
1137888000	22	135.36
1137898800	22	97.74
1137909600	22	96.27
1137920400	22	97.93
1137931200	22	95.8
1137942000	22	97.21
1137952800	22	93.01
1137963600	22	94.74
1137974400	23	93.66
1137985200	23	61.6
1137996000	23	64.55
1138006800	23	70.36
1138017600	23	68.93
1138028400	23	70.85
1138039200	23	67.71
1138050000	23	78.77
1138060800	24	83.5
1138071600	24	84.42
1138082400	24	81.48
1138093200	24	81.73
1138104000	24	80.68
1138114800	24	82.67
1138125600	24	78.77
1138136400	24	77.88
1138147200	25	74.5
1138158000	25	73.3
1138168800	25	70.79
1138179600	25	71.46
1138190400	25	68.78
1138201200	25	71.3
1138212000	25	69.01
1138222800	25	71.71
1138233600	26	69.39
1138244400	26	71.93
1138255200	26	69.62
1138266000	26	72.14
1138276800	26	69.97
1138287600	26	72.88
1138298400	26	71.48
1138309200	26	76.78
1138320000	27	74.51
1138330800	27	76.23
1138341600	27	81.69
1138352400	27	75.64
1138363200	27	73.84
1138374000	27	76.34
1138384800	27	74.74
1138395600	27	77.05
1138406400	28	75.46
1138417200	28	77.67
1138428000	28	75.99
1138438800	28	77.16
1138449600	28	71.87
1138460400	28	73.9
1138471200	28	71.27
1138482000	28	73.96
1138492800	29	73.89
1138503600	29	76.05
1138514400	29	74.5
1138525200	29	76.97
1138536000	29	75.62
1138546800	29	77.96
1138557600	29	76.59
1138568400	29	78.99
1138579200	30	77.73
1138590000	30	79.92
1138600800	30	78.65
1138611600	30	80.83
1138622400	30	79.51
1138633200	30	81.86
1138644000	30	80.4
1138654800	30	81.74
1138665600	31	80.45
1138676400	31	82.61
1138687200	31	81.39
1138698000	31	83.88
1138708800	31	173.38
1138719600	31	170.54
1138730400	31	167.45
1138741200	31	106.94
1138752000	32	97.95
