Unix	jday	dp
1199145600	1	73.25
1199156400	1	76.84
1199167200	1	71.13
1199178000	1	68.35
1199188800	1	65.26
1199199600	1	65.17
1199210400	1	63.95
1199221200	1	64.15
1199232000	2	64.38
1199242800	2	74.05
1199253600	2	72.92
1199264400	2	71.8
1199275200	2	70.25
1199286000	2	70.52
1199296800	2	70.41
1199307600	2	70.1
1199318400	3	67.82
1199329200	3	283.18
1199340000	3	62.25
1199350800	3	61.69
1199361600	3	72.38
1199372400	3	178.66
1199383200	3	173.47
1199394000	3	170.73
1199404800	4	167.54
1199415600	4	166.38
1199426400	4	170.6
1199437200	4	165.99
1199448000	4	170.53
1199458800	4	163.62
1199469600	4	168.52
1199480400	4	155.3
1199491200	5	68.81
1199502000	5	72.13
1199512800	5	74.38
1199523600	5	72.45
1199534400	5	69.84
1199545200	5	65.36
1199556000	5	61.63
1199566800	5	153.33
1199577600	6	151.97
1199588400	6	131.08
1199599200	6	119.09
1199610000	6	98.22
1199620800	6	99.12
1199631600	6	101.2
1199642400	6	142.39
1199653200	6	146.43
1199664000	7	153.32
1199674800	7	107.94
1199685600	7	103.18
1199696400	7	92.44
1199707200	7	210.34
1199718000	7	205.8
1199728800	7	182.83
1199739600	7	181.07
1199750400	8	65.18
1199761200	8	67.66
1199772000	8	64.45
1199782800	8	66.78
1199793600	8	64.13
1199804400	8	66.93
1199815200	8	65.11
1199826000	8	73.52
1199836800	9	88.05
1199847600	9	93.79
1199858400	9	91.98
1199869200	9	88.44
1199880000	9	70.44
1199890800	9	71.85
1199901600	9	175.39
1199912400	9	181.2
1199923200	10	184.32
1199934000	10	180.93
1199944800	10	175.36
1199955600	10	170.4
1199966400	10	172.95
1199977200	10	170.48
1199988000	10	173.36
1199998800	10	163.94
1200009600	11	167.4
1200020400	11	162
1200031200	11	74.63
1200042000	11	83.87
1200052800	11	63.66
1200063600	11	64.87
1200074400	11	72.45
1200085200	11	67.75
1200096000	12	63.3
1200106800	12	59.71
1200117600	12	136.19
1200128400	12	133.75
1200139200	12	134.47
1200150000	12	131.78
1200160800	12	133.39
1200171600	12	131.13
1200182400	13	132.7
1200193200	13	70.51
1200204000	13	62.61
1200214800	13	61.03
1200225600	13	149.91
1200236400	13	149.19
1200247200	13	153.62
1200258000	13	156.63
1200268800	14	97.17
1200279600	14	334.32
1200290400	14	321.9
1200301200	14	326.8
1200312000	14	87.17
1200322800	14	89.07
1200333600	14	89.3
1200344400	14	181.77
1200355200	15	174.91
1200366000	15	82.79
1200376800	15	78.37
1200387600	15	69.63
1200398400	15	65.95
1200409200	15	65.24
1200420000	15	91.1
1200430800	15	94.57
1200441600	16	102.55
1200452400	16	68.96
1200463200	16	67.25
1200474000	16	62.26
1200484800	16	61.82
1200495600	16	64.24
1200506400	16	70.56
1200517200	16	71.22
1200528000	17	71.33
1200538800	17	77.98
1200549600	17	210.81
1200560400	17	191.87
1200571200	17	179.71
1200582000	17	72.6
1200592800	17	70.58
1200603600	17	70.34
1200614400	18	68.5
1200625200	18	71.48
1200636000	18	70.17
1200646800	18	76.25
1200657600	18	74.78
1200668400	18	76.65
1200679200	18	73.74
1200690000	18	75.27
1200700800	19	72.48
1200711600	19	75.16
1200722400	19	72.51
1200733200	19	74.59
1200744000	19	72.63
1200754800	19	75.07
1200765600	19	73.3
1200776400	19	71.74
1200787200	20	73.21
1200798000	20	75.58
1200808800	20	74.37
1200819600	20	76.33
1200830400	20	75.44
1200841200	20	77.49
1200852000	20	81.98
1200862800	20	85.78
1200873600	21	81
1200884400	21	78.41
1200895200	21	76.9
1200906000	21	76.88
1200916800	21	75.15
1200927600	21	77.34
1200938400	21	77.54
1200949200	21	79.5
1200960000	22	77.9
1200970800	22	79.84
1200981600	22	197.85
1200992400	22	198.3
1201003200	22	179.16
1201014000	22	91.49
1201024800	22	88.23
1201035600	22	86.15
1201046400	23	80.62
1201057200	23	80.76
1201068000	23	76.49
1201078800	23	77.43
1201089600	23	75.42
1201100400	23	78.65
1201111200	23	79.79
1201122000	23	85.14
1201132800	24	86.17
1201143600	24	74.5
1201154400	24	70.14
1201165200	24	63.83
1201176000	24	60.45
1201186800	24	60.18
1201197600	24	61.41
1201208400	24	63.3
1201219200	25	90.81
1201230000	25	88.42
1201240800	25	83.84
1201251600	25	83.72
1201262400	25	80.45
1201273200	25	81.13
1201284000	25	78.25
1201294800	25	67.79
1201305600	26	68.1
1201316400	26	67.07
1201327200	26	66.18
1201338000	26	67.49
1201348800	26	64.18
1201359600	26	66.21
1201370400	26	62.87
1201381200	26	65.4
1201392000	27	63.28
1201402800	27	65.94
1201413600	27	62.86
1201424400	27	65.53
1201435200	27	63.04
1201446000	27	68.6
1201456800	27	68.42
1201467600	27	73.58
1201478400	28	73.85
1201489200	28	78.77
1201500000	28	80.27
1201510800	28	86.04
1201521600	28	89.44
1201532400	28	94.66
1201543200	28	96.87
1201554000	28	102.25
1201564800	29	103
1201575600	29	104.15
1201586400	29	104.93
1201597200	29	106.1
1201608000	29	106.96
1201618800	29	109.98
1201629600	29	110.75
1201640400	29	110.83
1201651200	30	111.01
1201662000	30	110.82
1201672800	30	111.03
1201683600	30	110.89
1201694400	30	111.05
1201705200	30	110.93
1201716000	30	111.21
1201726800	30	111.19
1201737600	31	111.42
1201748400	31	111.3
1201759200	31	69.74
1201770000	31	69.89
1201780800	31	70.93
1201791600	31	77.88
1201802400	31	76.14
1201813200	31	76.81
1201824000	32	75.28
