Unix	jday	dp
1138752000	32	97.95
1138762800	32	96.4
1138773600	32	92.56
1138784400	32	92.49
1138795200	32	89.49
1138806000	32	96.23
1138816800	32	78.14
1138827600	32	70.28
1138838400	33	67.22
1138849200	33	67.63
1138860000	33	67.9
1138870800	33	68.63
1138881600	33	68
1138892400	33	67.7
1138903200	33	234.26
1138914000	33	222.29
1138924800	34	218.36
1138935600	34	199.89
1138946400	34	193.98
1138957200	34	192.31
1138968000	34	189.53
1138978800	34	126.83
1138989600	34	131.27
1139000400	34	130.2
1139011200	35	129.65
1139022000	35	125.37
1139032800	35	124.99
1139043600	35	122.99
1139054400	35	121.65
1139065200	35	120.33
1139076000	35	121.05
1139086800	35	120.99
1139097600	36	122.38
1139108400	36	183.12
1139119200	36	179.39
1139130000	36	172.69
1139140800	36	168.95
1139151600	36	123.28
1139162400	36	123.03
1139173200	36	122.2
1139184000	37	122.65
1139194800	37	122.77
1139205600	37	124.09
1139216400	37	122.78
1139227200	37	120.84
1139238000	37	115.82
1139248800	37	68.58
1139259600	37	84.54
1139270400	38	74.3
1139281200	38	76.89
1139292000	38	80.17
1139302800	38	76.68
1139313600	38	78.67
1139324400	38	77.84
1139335200	38	78.2
1139346000	38	79.06
1139356800	39	77.23
1139367600	39	84.25
1139378400	39	83.9
1139389200	39	81.72
1139400000	39	84.76
1139410800	39	88.43
1139421600	39	94.73
1139432400	39	95.98
1139443200	40	92.64
1139454000	40	90.81
1139464800	40	87.48
1139475600	40	85.66
1139486400	40	83.78
1139497200	40	85.69
1139508000	40	84.71
1139518800	40	87.24
1139529600	41	85.56
1139540400	41	86.48
1139551200	41	85.2
1139562000	41	86.32
1139572800	41	84.79
1139583600	41	86.14
1139594400	41	85.35
1139605200	41	87.05
1139616000	42	85.51
1139626800	42	86.48
1139637600	42	84.25
1139648400	42	85.41
1139659200	42	79.36
1139670000	42	93.66
1139680800	42	93.43
1139691600	42	78.63
1139702400	43	75.46
1139713200	43	75.68
1139724000	43	73.64
1139734800	43	75.27
1139745600	43	108.68
1139756400	43	98.17
1139767200	43	100.02
1139778000	43	160.97
1139788800	44	94.24
1139799600	44	105.56
1139810400	44	102.43
1139821200	44	80.04
1139832000	44	79.15
1139842800	44	73.35
1139853600	44	76.65
1139864400	44	73.16
1139875200	45	74.15
1139886000	45	72.3
1139896800	45	68.96
1139907600	45	78.82
1139918400	45	76.47
1139929200	45	78.63
1139940000	45	76.56
1139950800	45	78.45
1139961600	46	76.55
1139972400	46	79.28
1139983200	46	78.86
1139994000	46	82.88
1140004800	46	83.73
1140015600	46	87.34
1140026400	46	85.76
1140037200	46	86.56
1140048000	47	83.94
1140058800	47	85.11
1140069600	47	82.75
1140080400	47	84.33
1140091200	47	82.78
1140102000	47	84.35
1140112800	47	83.41
1140123600	47	73.84
1140134400	48	76.64
1140145200	48	77.85
1140156000	48	81.84
1140166800	48	84.12
1140177600	48	84.4
1140188400	48	86.43
1140199200	48	85.28
1140210000	48	87.39
1140220800	49	74.48
1140231600	49	72.11
1140242400	49	72.04
1140253200	49	68.31
1140264000	49	63.27
1140274800	49	63.45
1140285600	49	65.23
1140296400	49	67.83
1140307200	50	70.34
1140318000	50	71.9
1140328800	50	71.65
1140339600	50	82.98
1140350400	50	81.69
1140361200	50	86.42
1140372000	50	87.1
1140382800	50	98.98
1140393600	51	99.77
1140404400	51	98.94
1140415200	51	94.88
1140426000	51	93.79
1140436800	51	89.94
1140447600	51	89.5
1140458400	51	86.93
1140469200	51	88.51
1140480000	52	87.5
1140490800	52	88.62
1140501600	52	89.48
1140512400	52	93.01
1140523200	52	89.41
1140534000	52	91.11
1140544800	52	89.95
1140555600	52	91.42
1140566400	53	87.08
1140577200	53	89.45
1140588000	53	88.85
1140598800	53	90.18
1140609600	53	89.71
1140620400	53	90.65
1140631200	53	88.83
1140642000	53	91
1140652800	54	90.47
1140663600	54	91.45
1140674400	54	91.37
1140685200	54	92.56
1140696000	54	92.66
1140706800	54	95.2
1140717600	54	95.08
1140728400	54	95.77
1140739200	55	97.25
1140750000	55	100.22
1140760800	55	107.32
1140771600	55	117.96
1140782400	55	138.51
1140793200	55	150.46
1140804000	55	171.11
1140814800	55	168.14
1140825600	56	174.43
1140836400	56	169.62
1140847200	56	175
1140858000	56	169.56
1140868800	56	173.94
1140879600	56	167.49
1140890400	56	171.16
1140901200	56	166.93
1140912000	57	174.15
1140922800	57	169.64
1140933600	57	174.21
1140944400	57	169.52
1140955200	57	173.82
1140966000	57	169.81
1140976800	57	168.23
1140987600	57	164.16
1140998400	58	167.44
1141009200	58	162.19
1141020000	58	166.01
1141030800	58	336.42
1141041600	58	311.36
1141052400	58	222.54
1141063200	58	202.36
1141074000	58	190.3
1141084800	59	195.9
1141095600	59	169.48
1141106400	59	166.41
1141117200	59	163.32
1141128000	59	159.48
1141138800	59	159.63
1141149600	59	154.9
1141160400	59	150.68
1141171200	60	147.41
