Unix	jday	dp
1159660800	274	130.78
1159671600	274	198.38
1159682400	274	130.23
1159693200	274	128.17
1159704000	274	129.96
1159714800	274	127.5
1159725600	274	165
1159736400	274	149.51
1159747200	275	138.26
1159758000	275	131.26
1159768800	275	128.33
1159779600	275	126.89
1159790400	275	126.17
1159801200	275	126.03
1159812000	275	123.3
1159822800	275	114.59
1159833600	276	105.91
1159844400	276	72.97
1159855200	276	74.58
1159866000	276	76.34
1159876800	276	204.06
1159887600	276	197.49
1159898400	276	184.88
1159909200	276	170.64
1159920000	277	165.09
1159930800	277	164.55
1159941600	277	161.54
1159952400	277	160.2
1159963200	277	155.91
1159974000	277	158.12
1159984800	277	159.67
1159995600	277	158.96
1160006400	278	157.57
1160017200	278	167.03
1160028000	278	150.01
1160038800	278	151.86
1160049600	278	152
1160060400	278	147.96
1160071200	278	148.08
1160082000	278	144.42
1160092800	279	143.59
1160103600	279	139.45
1160114400	279	141.06
1160125200	279	138.13
1160136000	279	138.29
1160146800	279	134.31
1160157600	279	129.08
1160168400	279	119.39
1160179200	280	114.25
1160190000	280	110.48
1160200800	280	114.43
1160211600	280	111.97
1160222400	280	110.37
1160233200	280	108.21
1160244000	280	106.39
1160254800	280	104.69
1160265600	281	103.9
1160276400	281	103.99
1160287200	281	95.59
1160298000	281	94.54
1160308800	281	91.4
1160319600	281	90.62
1160330400	281	88.16
1160341200	281	88.17
1160352000	282	92.97
1160362800	282	107.26
1160373600	282	111.93
1160384400	282	113.17
1160395200	282	307.55
1160406000	282	253.05
1160416800	282	240.6
1160427600	282	259.92
1160438400	283	230.72
1160449200	283	219.83
1160460000	283	175.85
1160470800	283	172.88
1160481600	283	177.08
1160492400	283	172.22
1160503200	283	176.05
1160514000	283	171.31
1160524800	284	175.24
1160535600	284	170.74
1160546400	284	174.91
1160557200	284	171.44
1160568000	284	175.59
1160578800	284	171.33
1160589600	284	313.49
1160600400	284	308.52
1160611200	285	181.57
1160622000	285	174.75
1160632800	285	176.09
1160643600	285	171.25
1160654400	285	175.18
1160665200	285	170
1160676000	285	173.44
1160686800	285	166.69
1160697600	286	167.61
1160708400	286	305.92
1160719200	286	173.11
1160730000	286	169.39
1160740800	286	176.58
1160751600	286	167.51
1160762400	286	337.05
1160773200	286	164.8
1160784000	287	69.55
1160794800	287	66.96
1160805600	287	77.82
1160816400	287	65
1160827200	287	180.18
1160838000	287	169.95
1160848800	287	167.22
1160859600	287	172.71
1160870400	288	178.48
1160881200	288	301.73
1160892000	288	280.14
1160902800	288	267.7
1160913600	288	173.53
1160924400	288	171.65
1160935200	288	311.38
1160946000	288	295.88
1160956800	289	248.84
1160967600	289	197.62
1160978400	289	185.66
1160989200	289	173.29
1.161e+09	289	172.95
1161010800	289	172.81
1161021600	289	170.13
1161032400	289	167.5
1161043200	290	164.47
1161054000	290	163.51
1161064800	290	164.99
1161075600	290	161.99
1161086400	290	161.93
1161097200	290	161.6
1161108000	290	169.08
1161118800	290	162.93
1161129600	291	167.99
1161140400	291	162.3
1161151200	291	164.98
1161162000	291	161.79
1161172800	291	164.58
1161183600	291	161.23
1161194400	291	163.15
1161205200	291	157.81
1161216000	292	159.43
1161226800	292	358.84
1161237600	292	11.19
1161248400	292	357.98
1161259200	292	54.23
1161270000	292	49.08
1161280800	292	52.22
1161291600	292	177.77
1161302400	293	185.25
1161313200	293	57.97
1161324000	293	61.73
1161334800	293	60.81
1161345600	293	63.59
1161356400	293	66.24
1161367200	293	66.63
1161378000	293	63.63
1161388800	294	59.95
1161399600	294	60.82
1161410400	294	55.28
1161421200	294	52.19
1161432000	294	58.75
1161442800	294	107.05
1161453600	294	175.78
1161464400	294	172.59
1161475200	295	165.6
1161486000	295	167.66
1161496800	295	169.86
1161507600	295	171.51
1161518400	295	178.11
1161529200	295	46.49
1161540000	295	63.03
1161550800	295	62.4
1161561600	296	64.27
1161572400	296	69.26
1161583200	296	70.75
1161594000	296	72.09
1161604800	296	74.05
1161615600	296	135.19
1161626400	296	124.73
1161637200	296	127.56
1161648000	297	125.06
1161658800	297	120.76
1161669600	297	120.04
1161680400	297	118.96
1161691200	297	119.01
1161702000	297	118.9
1161712800	297	119.83
1161723600	297	120.24
1161734400	298	121.86
1161745200	298	122.64
1161756000	298	124.26
1161766800	298	124.68
1161777600	298	125.69
1161788400	298	125.57
1161799200	298	126.08
1161810000	298	129.08
1161820800	299	128.56
1161831600	299	128.09
1161842400	299	128.28
1161853200	299	132.88
1161864000	299	132.31
1161874800	299	130.22
1161885600	299	95.9
1161896400	299	74.44
1161907200	300	66.24
1161918000	300	67.94
1161928800	300	62.17
1161939600	300	56.93
1161950400	300	60.75
1161961200	300	76.1
1161972000	300	74.29
1161982800	300	77.08
1161993600	301	75.86
1162004400	301	23.57
1162015200	301	31.33
1162026000	301	42.52
1162036800	301	50.48
1162047600	301	49.31
1162058400	301	49.45
1162069200	301	50.22
1162080000	302	50.42
1162090800	302	53.29
1162101600	302	63.1
1162112400	302	66.95
1162123200	302	66.68
1162134000	302	69.26
1162144800	302	217.36
1162155600	302	202.54
1162166400	303	175.66
1162177200	303	173.29
1162188000	303	173.97
1162198800	303	170.23
1162209600	303	169.7
1162220400	303	164.82
1162231200	303	163.3
1162242000	303	158.38
1162252800	304	156.83
1162263600	304	155.01
1162274400	304	154.52
1162285200	304	152.78
1162296000	304	152.69
1162306800	304	125.48
1162317600	304	136.76
1162328400	304	139.67
1162339200	305	153.58
