Unix	jday	hs
1046476800	60	1.82
1046487600	60	1.97
1046498400	60	2.12
1046509200	60	2.16
1046520000	60	2.13
1046530800	60	2.01
1046541600	60	1.87
1046552400	60	1.78
1046563200	61	1.83
1046574000	61	1.94
1046584800	61	2.09
1046595600	61	2.27
1046606400	61	2.48
1046617200	61	2.6
1046628000	61	2.78
1046638800	61	2.42
1046649600	62	2.14
1046660400	62	1.94
1046671200	62	1.76
1046682000	62	1.59
1046692800	62	1.52
1046703600	62	1.55
1046714400	62	1.44
1046725200	62	1.38
1046736000	63	1.27
1046746800	63	1.17
1046757600	63	1.14
1046768400	63	1.41
1046779200	63	1.3
1046790000	63	1.25
1046800800	63	1.23
1046811600	63	1.22
1046822400	64	1.3
1046833200	64	1.44
1046844000	64	1.58
1046854800	64	1.59
1046865600	64	1.48
1046876400	64	1.33
1046887200	64	1.3
1046898000	64	1.35
1046908800	65	1.29
1046919600	65	1.2
1046930400	65	1.12
1046941200	65	1.03
1046952000	65	0.96
1046962800	65	0.9
1046973600	65	0.87
1046984400	65	0.84
1046995200	66	0.82
1047006000	66	0.82
1047016800	66	0.86
1047027600	66	0.88
1047038400	66	0.88
1047049200	66	0.9
1047060000	66	0.89
1047070800	66	0.87
1047081600	67	0.89
1047092400	67	0.92
1047103200	67	0.97
1047114000	67	0.96
1047124800	67	0.94
1047135600	67	0.89
1047146400	67	0.86
1047157200	67	0.84
1047168000	68	0.82
1047178800	68	0.8
1047189600	68	0.78
1047200400	68	0.76
1047211200	68	0.73
1047222000	68	0.69
1047232800	68	0.67
1047243600	68	0.65
1047254400	69	0.62
1047265200	69	0.6
1047276000	69	0.59
1047286800	69	0.57
1047297600	69	0.55
1047308400	69	0.54
1047319200	69	0.52
1047330000	69	0.52
1047340800	70	0.51
1047351600	70	0.51
1047362400	70	0.52
1047373200	70	0.53
1047384000	70	0.54
1047394800	70	0.56
1047405600	70	0.58
1047416400	70	0.6
1047427200	71	0.62
1047438000	71	0.64
1047448800	71	0.64
1047459600	71	0.65
1047470400	71	0.68
1047481200	71	1.08
1047492000	71	0.87
1047502800	71	0.76
1047513600	72	0.67
1047524400	72	0.61
1047535200	72	0.58
1047546000	72	0.58
1047556800	72	0.63
1047567600	72	0.96
1047578400	72	0.78
1047589200	72	0.69
1047600000	73	0.64
1047610800	73	0.59
1047621600	73	0.58
1047632400	73	0.63
1047643200	73	0.83
1047654000	73	0.97
1047664800	73	1.02
1047675600	73	1.07
1047686400	74	1.11
1047697200	74	1.17
1047708000	74	1.2
1047718800	74	1.23
1047729600	74	1.29
1047740400	74	1.35
1047751200	74	1.39
1047762000	74	1.41
1047772800	75	1.4
1047783600	75	1.37
1047794400	75	1.35
1047805200	75	1.34
1047816000	75	1.48
1047826800	75	1.33
1047837600	75	1.21
1047848400	75	1.19
1047859200	76	1.28
1047870000	76	1.32
1047880800	76	1.35
1047891600	76	1.4
1047902400	76	1.45
1047913200	76	1.5
1047924000	76	1.49
1047934800	76	1.44
1047945600	77	1.36
1047956400	77	1.28
1047967200	77	1.42
1047978000	77	1.32
1047988800	77	1.23
1047999600	77	1.14
1048010400	77	1.07
1048021200	77	1.02
1048032000	78	1
1048042800	78	1.08
1048053600	78	1.18
1048064400	78	1.19
1048075200	78	1.19
1048086000	78	1.09
1048096800	78	0.97
1048107600	78	0.87
1048118400	79	0.78
1048129200	79	0.71
1048140000	79	0.65
1048150800	79	0.61
1048161600	79	0.58
1048172400	79	0.55
1048183200	79	0.53
1048194000	79	0.51
1048204800	80	0.52
1048215600	80	0.57
1048226400	80	0.66
1048237200	80	0.66
1048248000	80	0.62
1048258800	80	0.6
1048269600	80	0.63
1048280400	80	0.68
1048291200	81	0.74
1048302000	81	0.81
1048312800	81	0.87
1048323600	81	0.93
1048334400	81	0.98
1048345200	81	1.19
1048356000	81	1.18
1048366800	81	1.1
1048377600	82	1.03
1048388400	82	0.99
1048399200	82	0.96
1048410000	82	0.92
1048420800	82	0.89
1048431600	82	0.87
1048442400	82	0.87
1048453200	82	0.86
1048464000	83	0.86
1048474800	83	0.85
1048485600	83	0.89
1048496400	83	1.1
1048507200	83	0.96
1048518000	83	0.91
1048528800	83	0.93
1048539600	83	0.95
1048550400	84	0.97
1048561200	84	0.99
1048572000	84	1.04
1048582800	84	1.05
1048593600	84	1.02
1048604400	84	0.98
1048615200	84	0.97
1048626000	84	0.95
1048636800	85	0.94
1048647600	85	0.93
1048658400	85	0.93
1048669200	85	0.91
1048680000	85	0.88
1048690800	85	0.86
1048701600	85	0.84
1048712400	85	0.82
1048723200	86	0.81
1048734000	86	0.78
1048744800	86	0.76
1048755600	86	0.73
1048766400	86	0.7
1048777200	86	0.66
1048788000	86	0.63
1048798800	86	0.6
1048809600	87	0.6
1048820400	87	0.94
1048831200	87	0.96
1048842000	87	0.85
1048852800	87	0.77
1048863600	87	0.72
1048874400	87	0.7
1048885200	87	0.76
1048896000	88	0.87
1048906800	88	0.88
1048917600	88	0.94
1048928400	88	1.12
1048939200	88	1.29
1048950000	88	1.4
1048960800	88	1.48
1048971600	88	1.55
1048982400	89	1.55
1048993200	89	1.5
1049004000	89	1.45
1049014800	89	1.37
1049025600	89	1.29
1049036400	89	1.21
1049047200	89	1.12
1049058000	89	1.04
1049068800	90	0.98
1049079600	90	1.16
1049090400	90	1.77
1049101200	90	2.28
1049112000	90	2.41
1049122800	90	2.46
1049133600	90	2.37
1049144400	90	2.19
1049155200	91	1.98
