Unix	jday	hs
1057017600	182	1.64
1057028400	182	1.53
1057039200	182	1.51
1057050000	182	1.56
1057060800	182	1.53
1057071600	182	1.46
1057082400	182	1.38
1057093200	182	1.44
1057104000	183	1.5
1057114800	183	1.76
1057125600	183	1.98
1057136400	183	2.12
1057147200	183	2.17
1057158000	183	2.17
1057168800	183	2.13
1057179600	183	2.1
1057190400	184	2.08
1057201200	184	2.1
1057212000	184	2.08
1057222800	184	2.05
1057233600	184	1.99
1057244400	184	1.94
1057255200	184	1.93
1057266000	184	2
1057276800	185	2.19
1057287600	185	2.24
1057298400	185	2.09
1057309200	185	1.97
1057320000	185	1.92
1057330800	185	1.92
1057341600	185	2.07
1057352400	185	2.32
1057363200	186	2.3
1057374000	186	2.24
1057384800	186	2.16
1057395600	186	2.12
1057406400	186	2.04
1057417200	186	1.94
1057428000	186	1.82
1057438800	186	1.7
1057449600	187	1.62
1057460400	187	1.54
1057471200	187	1.44
1057482000	187	1.36
1057492800	187	1.29
1057503600	187	1.3
1057514400	187	1.38
1057525200	187	1.26
1057536000	188	1.14
1057546800	188	1.03
1057557600	188	0.85
1057568400	188	1.05
1057579200	188	1.48
1057590000	188	2.02
1057600800	188	2.6
1057611600	188	2.88
1057622400	189	2.81
1057633200	189	2.58
1057644000	189	2.32
1057654800	189	2.08
1057665600	189	1.89
1057676400	189	1.93
1057687200	189	1.72
1057698000	189	1.58
1057708800	190	1.46
1057719600	190	1.36
1057730400	190	1.28
1057741200	190	1.21
1057752000	190	1.14
1057762800	190	1.07
1057773600	190	0.99
1057784400	190	0.92
1057795200	191	0.84
1057806000	191	0.77
1057816800	191	0.7
1057827600	191	0.63
1057838400	191	0.66
1057849200	191	1.22
1057860000	191	1.64
1057870800	191	1.83
1057881600	192	1.84
1057892400	192	1.76
1057903200	192	1.68
1057914000	192	1.59
1057924800	192	1.51
1057935600	192	1.43
1057946400	192	1.35
1057957200	192	1.28
1057968000	193	1.24
1057978800	193	1.22
1057989600	193	1.2
1058000400	193	1.17
1058011200	193	1.13
1058022000	193	1.09
1058032800	193	1.03
1058043600	193	0.98
1058054400	194	0.94
1058065200	194	1.21
1058076000	194	1.03
1058086800	194	0.87
1058097600	194	0.77
1058108400	194	0.69
1058119200	194	0.61
1058130000	194	0.56
1058140800	195	0.53
1058151600	195	0.52
1058162400	195	0.5
1058173200	195	0.47
1058184000	195	0.44
1058194800	195	0.45
1058205600	195	0.43
1058216400	195	0.39
1058227200	196	0.37
1058238000	196	0.35
1058248800	196	0.33
1058259600	196	0.38
1058270400	196	0.96
1058281200	196	0.85
1058292000	196	0.65
1058302800	196	0.65
1058313600	197	0.58
1058324400	197	0.56
1058335200	197	0.85
1058346000	197	0.92
1058356800	197	1.03
1058367600	197	1.04
1058378400	197	1
1058389200	197	0.94
1058400000	198	0.85
1058410800	198	0.76
1058421600	198	0.71
1058432400	198	0.66
1058443200	198	0.62
1058454000	198	0.62
1058464800	198	0.94
1058475600	198	0.74
1058486400	199	0.63
1058497200	199	0.57
1058508000	199	0.53
1058518800	199	0.51
1058529600	199	0.51
1058540400	199	0.55
1058551200	199	0.71
1058562000	199	0.86
1058572800	200	1.39
1058583600	200	1.94
1058594400	200	2.08
1058605200	200	2.17
1058616000	200	2.14
1058626800	200	2.07
1058637600	200	2.05
1058648400	200	2.07
1058659200	201	2.12
1058670000	201	2.2
1058680800	201	2.2
1058691600	201	2.29
1058702400	201	2.31
1058713200	201	2.21
1058724000	201	2.04
1058734800	201	1.88
1058745600	202	1.72
1058756400	202	1.57
1058767200	202	1.45
1058778000	202	1.33
1058788800	202	1.2
1058799600	202	1.09
1058810400	202	1.05
1058821200	202	1.09
1058832000	203	1.15
1058842800	203	1.19
1058853600	203	1.2
1058864400	203	1.18
1058875200	203	1.13
1058886000	203	1.08
1058896800	203	1.07
1058907600	203	1.08
1058918400	204	1.13
1058929200	204	1.38
1058940000	204	1.33
1058950800	204	1.22
1058961600	204	1.15
1058972400	204	1.08
1058983200	204	1.02
1058994000	204	0.98
1059004800	205	0.95
1059015600	205	0.92
1059026400	205	0.89
1059037200	205	0.85
1059048000	205	0.81
1059058800	205	0.75
1059069600	205	0.69
1059080400	205	0.64
1059091200	206	0.62
1059102000	206	0.66
1059112800	206	0.8
1059123600	206	0.86
1059134400	206	0.88
1059145200	206	0.88
1059156000	206	0.91
1059166800	206	0.97
1059177600	207	1.04
1059188400	207	1.08
1059199200	207	1.08
1059210000	207	1.05
1059220800	207	1.04
1059231600	207	1.02
1059242400	207	1
1059253200	207	0.95
1059264000	208	0.97
1059274800	208	1.03
1059285600	208	1.12
1059296400	208	1.21
1059307200	208	1.3
1059318000	208	1.38
1059328800	208	1.43
1059339600	208	1.46
1059350400	209	1.47
1059361200	209	1.48
1059372000	209	1.51
1059382800	209	1.53
1059393600	209	1.55
1059404400	209	1.57
1059415200	209	1.59
1059426000	209	1.58
1059436800	210	1.58
1059447600	210	1.56
1059458400	210	1.55
1059469200	210	1.54
1059480000	210	1.54
1059490800	210	1.53
1059501600	210	1.52
1059512400	210	1.5
1059523200	211	1.49
1059534000	211	1.48
1059544800	211	1.46
1059555600	211	1.43
1059566400	211	1.38
1059577200	211	1.33
1059588000	211	1.28
1059598800	211	1.22
1059609600	212	1.18
1059620400	212	1.15
1059631200	212	1.11
1059642000	212	1.07
1059652800	212	1.02
1059663600	212	0.96
1059674400	212	0.9
1059685200	212	0.85
1059696000	213	0.81
