Unix	jday	hs
1112313600	91	1.27
1112324400	91	1.26
1112335200	91	1.28
1112346000	91	1.17
1112356800	91	1.05
1112367600	91	0.95
1112378400	91	1.12
1112389200	91	0.91
1112400000	92	0.74
1112410800	92	0.97
1112421600	92	1.18
1112432400	92	1.34
1112443200	92	1.4
1112454000	92	1.39
1112464800	92	1.34
1112475600	92	1.44
1112486400	93	1.44
1112497200	93	1.4
1112508000	93	1.46
1112518800	93	1.41
1112529600	93	1.32
1112540400	93	1.22
1112551200	93	1.12
1112562000	93	1.09
1112572800	94	1.1
1112583600	94	1.23
1112594400	94	0.79
1112605200	94	1.26
1112616000	94	1.37
1112626800	94	1.32
1112637600	94	1.18
1112648400	94	1.06
1112659200	95	0.92
1112670000	95	0.84
1112680800	95	0.83
1112691600	95	0.85
1112702400	95	0.88
1112713200	95	0.88
1112724000	95	0.85
1112734800	95	0.81
1112745600	96	0.79
1112756400	96	0.78
1112767200	96	0.77
1112778000	96	0.76
1112788800	96	0.76
1112799600	96	0.77
1112810400	96	0.75
1112821200	96	0.74
1112832000	97	0.97
1112842800	97	0.83
1112853600	97	0.84
1112864400	97	0.89
1112875200	97	0.92
1112886000	97	0.98
1112896800	97	1.08
1112907600	97	1.18
1112918400	98	1.24
1112929200	98	1.23
1112940000	98	1.18
1112950800	98	1.13
1112961600	98	1.21
1112972400	98	1.4
1112983200	98	1.39
1112994000	98	1.35
1113004800	99	1.3
1113015600	99	1.27
1113026400	99	1.25
1113037200	99	1.26
1113048000	99	1.26
1113058800	99	1.24
1113069600	99	1.23
1113080400	99	1.24
1113091200	100	1.24
1113102000	100	1.23
1113112800	100	1.22
1113123600	100	1.2
1113134400	100	1.23
1113145200	100	1.19
1113156000	100	1.19
1113166800	100	1.14
1113177600	101	1.12
1113188400	101	1.07
1113199200	101	1.01
1113210000	101	0.96
1113220800	101	0.91
1113231600	101	0.84
1113242400	101	0.77
1113253200	101	0.71
1113264000	102	0.68
1113274800	102	0.68
1113285600	102	0.77
1113296400	102	0.93
1113307200	102	1.04
1113318000	102	1.33
1113328800	102	1.66
1113339600	102	1.83
1113350400	103	1.92
1113361200	103	1.97
1113372000	103	1.94
1113382800	103	1.93
1113393600	103	1.88
1113404400	103	1.79
1113415200	103	1.68
1113426000	103	1.59
1113436800	104	1.52
1113447600	104	1.47
1113458400	104	1.61
1113469200	104	1.46
1113480000	104	1.36
1113490800	104	1.27
1113501600	104	1.23
1113512400	104	1.2
1113523200	105	1.18
1113534000	105	1.15
1113544800	105	1.11
1113555600	105	1.06
1113566400	105	0.99
1113577200	105	0.94
1113588000	105	0.97
1113598800	105	1.08
1113609600	106	1.22
1113620400	106	1.49
1113631200	106	1.54
1113642000	106	1.44
1113652800	106	1.32
1113663600	106	1.18
1113674400	106	1.05
1113685200	106	1.01
1113696000	107	1.08
1113706800	107	1
1113717600	107	0.97
1113728400	107	1.09
1113739200	107	1.29
1113750000	107	1.37
1113760800	107	1.33
1113771600	107	1.26
1113782400	108	1.21
1113793200	108	1.19
1113804000	108	1.17
1113814800	108	1.16
1113825600	108	1.31
1113836400	108	1.29
1113847200	108	1.24
1113858000	108	1.17
1113868800	109	1.2
1113879600	109	1.21
1113890400	109	1.24
1113901200	109	1.16
1113912000	109	1.08
1113922800	109	1.02
1113933600	109	0.98
1113944400	109	1.27
1113955200	110	1.04
1113966000	110	0.88
1113976800	110	0.92
1113987600	110	0.98
1113998400	110	0.75
1114009200	110	0.88
1114020000	110	0.89
1114030800	110	0.99
1114041600	111	1.19
1114052400	111	1.51
1114063200	111	1.57
1114074000	111	1.51
1114084800	111	1.42
1114095600	111	1.3
1114106400	111	1.17
1114117200	111	1.1
1114128000	112	1.06
1114138800	112	1.05
1114149600	112	1.06
1114160400	112	1.29
1114171200	112	1.1
1114182000	112	0.98
1114192800	112	0.96
1114203600	112	1.06
1114214400	113	0.91
1114225200	113	0.81
1114236000	113	0.86
1114246800	113	1.24
1114257600	113	1.75
1114268400	113	2.4
1114279200	113	2.68
1114290000	113	2.93
1114300800	114	3.31
1114311600	114	3.56
1114322400	114	3.39
1114333200	114	3.17
1114344000	114	2.98
1114354800	114	2.81
1114365600	114	2.68
1114376400	114	2.56
1114387200	115	2.47
1114398000	115	2.39
1114408800	115	2.27
1114419600	115	2.14
1114430400	115	1.99
1114441200	115	1.84
1114452000	115	1.71
1114462800	115	1.63
1114473600	116	1.65
1114484400	116	1.56
1114495200	116	1.54
1114506000	116	1.58
1114516800	116	1.63
1114527600	116	1.7
1114538400	116	1.7
1114549200	116	1.67
1114560000	117	1.59
1114570800	117	1.48
1114581600	117	1.33
1114592400	117	1.16
1114603200	117	1.04
1114614000	117	1.11
1114624800	117	1.34
1114635600	117	1.54
1114646400	118	1.59
1114657200	118	1.55
1114668000	118	1.51
1114678800	118	1.55
1114689600	118	1.61
1114700400	118	1.66
1114711200	118	1.67
1114722000	118	1.6
1114732800	119	1.48
1114743600	119	1.35
1114754400	119	1.19
1114765200	119	1.12
1114776000	119	1.14
1114786800	119	0.97
1114797600	119	0.79
1114808400	119	0.7
1114819200	120	0.89
1114830000	120	0.89
1114840800	120	0.77
1114851600	120	0.74
1114862400	120	1.19
1114873200	120	1.14
1114884000	120	0.94
1114894800	120	0.81
1114905600	121	0.74
