Unix	jday	hs
1049155200	91	1.98
1049166000	91	1.78
1049176800	91	1.61
1049187600	91	1.5
1049198400	91	1.42
1049209200	91	1.37
1049220000	91	1.32
1049230800	91	1.26
1049241600	92	1.21
1049252400	92	1.17
1049263200	92	1.22
1049274000	92	1.15
1049284800	92	1.09
1049295600	92	1
1049306400	92	0.95
1049317200	92	0.91
1049328000	93	0.88
1049338800	93	0.87
1049349600	93	0.93
1049360400	93	0.92
1049371200	93	0.88
1049382000	93	0.85
1049392800	93	0.82
1049403600	93	0.8
1049414400	94	0.78
1049425200	94	0.76
1049436000	94	0.74
1049446800	94	0.7
1049457600	94	0.66
1049468400	94	0.62
1049479200	94	0.61
1049490000	94	0.6
1049500800	95	0.62
1049511600	95	0.64
1049522400	95	0.68
1049533200	95	0.8
1049544000	95	0.84
1049554800	95	0.85
1049565600	95	0.9
1049576400	95	1.21
1049587200	96	1.17
1049598000	96	1.29
1049608800	96	1.72
1049619600	96	2.27
1049630400	96	2.57
1049641200	96	2.74
1049652000	96	2.88
1049662800	96	3.05
1049673600	97	3.16
1049684400	97	3.21
1049695200	97	3.22
1049706000	97	3.23
1049716800	97	3.1
1049727600	97	3.13
1049738400	97	3.14
1049749200	97	3.09
1049760000	98	3.01
1049770800	98	2.92
1049781600	98	2.81
1049792400	98	2.65
1049803200	98	2.47
1049814000	98	2.25
1049824800	98	2.04
1049835600	98	1.86
1049846400	99	1.72
1049857200	99	1.58
1049868000	99	1.44
1049878800	99	1.3
1049889600	99	1.18
1049900400	99	1.18
1049911200	99	1.21
1049922000	99	1.2
1049932800	100	1.16
1049943600	100	1.11
1049954400	100	1.03
1049965200	100	0.99
1049976000	100	1.03
1049986800	100	1.17
1049997600	100	1.22
1050008400	100	1.21
1050019200	101	1.17
1050030000	101	1.12
1050040800	101	1.1
1050051600	101	1.15
1050062400	101	1.18
1050073200	101	1.16
1050084000	101	1.12
1050094800	101	1.08
1050105600	102	1.04
1050116400	102	1.01
1050127200	102	0.99
1050138000	102	0.98
1050148800	102	0.97
1050159600	102	0.98
1050170400	102	0.98
1050181200	102	0.99
1050192000	103	1
1050202800	103	1
1050213600	103	1
1050224400	103	1
1050235200	103	1.07
1050246000	103	1.25
1050256800	103	1.19
1050267600	103	1.14
1050278400	104	1.21
1050289200	104	1.36
1050300000	104	1.62
1050310800	104	1.69
1050321600	104	1.61
1050332400	104	1.49
1050343200	104	1.38
1050354000	104	1.26
1050364800	105	1.14
1050375600	105	1.06
1050386400	105	1.08
1050397200	105	1.11
1050408000	105	1.11
1050418800	105	1.11
1050429600	105	1.12
1050440400	105	1.08
1050451200	106	1.04
1050462000	106	0.99
1050472800	106	0.99
1050483600	106	1
1050494400	106	1.04
1050505200	106	1.11
1050516000	106	1.36
1050526800	106	1.75
1050537600	107	2.23
1050548400	107	2.65
1050559200	107	2.86
1050570000	107	2.93
1050580800	107	2.86
1050591600	107	2.77
1050602400	107	2.65
1050613200	107	2.51
1050624000	108	2.39
1050634800	108	2.29
1050645600	108	2.21
1050656400	108	2.14
1050667200	108	2.07
1050678000	108	1.99
1050688800	108	1.89
1050699600	108	1.79
1050710400	109	1.67
1050721200	109	1.56
1050732000	109	1.45
1050742800	109	1.34
1050753600	109	1.25
1050764400	109	1.16
1050775200	109	1.11
1050786000	109	1.06
1050796800	110	1.02
1050807600	110	1.01
1050818400	110	0.98
1050829200	110	0.94
1050840000	110	0.9
1050850800	110	0.86
1050861600	110	0.83
1050872400	110	0.81
1050883200	111	0.82
1050894000	111	0.85
1050904800	111	0.89
1050915600	111	0.92
1050926400	111	0.93
1050937200	111	0.93
1050948000	111	0.96
1050958800	111	1.01
1050969600	112	1.08
1050980400	112	1.12
1050991200	112	1.12
1051002000	112	1.08
1051012800	112	1.06
1051023600	112	1.09
1051034400	112	1.18
1051045200	112	1.28
1051056000	113	1.36
1051066800	113	1.41
1051077600	113	1.44
1051088400	113	1.43
1051099200	113	1.55
1051110000	113	1.47
1051120800	113	1.3
1051131600	113	1.24
1051142400	114	1.67
1051153200	114	2.08
1051164000	114	2.4
1051174800	114	2.49
1051185600	114	2.44
1051196400	114	2.37
1051207200	114	2.3
1051218000	114	2.23
1051228800	115	2.14
1051239600	115	2.06
1051250400	115	1.98
1051261200	115	1.93
1051272000	115	1.87
1051282800	115	1.81
1051293600	115	1.73
1051304400	115	1.66
1051315200	116	1.6
1051326000	116	1.54
1051336800	116	1.46
1051347600	116	1.49
1051358400	116	1.59
1051369200	116	1.75
1051380000	116	1.96
1051390800	116	2.17
1051401600	117	2.35
1051412400	117	2.46
1051423200	117	2.48
1051434000	117	2.47
1051444800	117	2.4
1051455600	117	2.29
1051466400	117	2.15
1051477200	117	2
1051488000	118	1.88
1051498800	118	1.78
1051509600	118	1.71
1051520400	118	1.65
1051531200	118	1.6
1051542000	118	1.56
1051552800	118	1.53
1051563600	118	1.49
1051574400	119	1.46
1051585200	119	1.42
1051596000	119	1.49
1051606800	119	1.51
1051617600	119	1.44
1051628400	119	1.36
1051639200	119	1.31
1051650000	119	1.26
1051660800	120	1.21
1051671600	120	1.14
1051682400	120	1.07
1051693200	120	0.99
1051704000	120	0.9
1051714800	120	0.82
1051725600	120	0.76
1051736400	120	0.73
1051747200	121	0.8
