Unix	jday	hs
1146441600	121	1.66
1146452400	121	1.61
1146463200	121	1.57
1146474000	121	1.53
1146484800	121	1.47
1146495600	121	1.41
1146506400	121	1.35
1146517200	121	1.29
1146528000	122	1.22
1146538800	122	1.15
1146549600	122	1.08
1146560400	122	1.01
1146571200	122	0.96
1146582000	122	0.91
1146592800	122	0.87
1146603600	122	0.86
1146614400	123	0.86
1146625200	123	0.86
1146636000	123	0.86
1146646800	123	0.85
1146657600	123	0.83
1146668400	123	0.81
1146679200	123	0.85
1146690000	123	0.95
1146700800	124	1.2
1146711600	124	1.41
1146722400	124	1.58
1146733200	124	1.56
1146744000	124	1.48
1146754800	124	1.42
1146765600	124	1.39
1146776400	124	1.35
1146787200	125	1.37
1146798000	125	1.41
1146808800	125	1.36
1146819600	125	1.32
1146830400	125	1.31
1146841200	125	1.32
1146852000	125	1.34
1146862800	125	1.35
1146873600	126	1.37
1146884400	126	1.37
1146895200	126	1.36
1146906000	126	1.35
1146916800	126	1.35
1146927600	126	1.35
1146938400	126	1.38
1146949200	126	1.4
1146960000	127	1.4
1146970800	127	1.37
1146981600	127	1.33
1146992400	127	1.28
1147003200	127	1.23
1147014000	127	1.2
1147024800	127	1.4
1147035600	127	1.31
1147046400	128	1.31
1147057200	128	1.39
1147068000	128	1.58
1147078800	128	1.62
1147089600	128	1.69
1147100400	128	1.75
1147111200	128	1.85
1147122000	128	1.9
1147132800	129	2.02
1147143600	129	2.1
1147154400	129	2.19
1147165200	129	2.13
1147176000	129	1.95
1147186800	129	1.8
1147197600	129	1.74
1147208400	129	1.68
1147219200	130	1.64
1147230000	130	1.61
1147240800	130	1.59
1147251600	130	1.56
1147262400	130	1.53
1147273200	130	1.49
1147284000	130	1.48
1147294800	130	1.46
1147305600	131	1.43
1147316400	131	1.39
1147327200	131	1.39
1147338000	131	1.64
1147348800	131	1.8
1147359600	131	1.94
1147370400	131	2.19
1147381200	131	2.46
1147392000	132	2.71
1147402800	132	2.78
1147413600	132	2.55
1147424400	132	2.23
1147435200	132	1.94
1147446000	132	1.71
1147456800	132	1.51
1147467600	132	1.35
1147478400	133	1.21
1147489200	133	1.11
1147500000	133	1.03
1147510800	133	1.07
1147521600	133	1.13
1147532400	133	0.93
1147543200	133	0.77
1147554000	133	0.66
1147564800	134	0.81
1147575600	134	1.71
1147586400	134	2.16
1147597200	134	2.39
1147608000	134	2.49
1147618800	134	2.53
1147629600	134	2.53
1147640400	134	2.55
1147651200	135	2.6
1147662000	135	2.52
1147672800	135	2.35
1147683600	135	2.19
1147694400	135	2.01
1147705200	135	1.84
1147716000	135	1.69
1147726800	135	1.56
1147737600	136	1.46
1147748400	136	1.39
1147759200	136	1.33
1147770000	136	1.28
1147780800	136	1.23
1147791600	136	1.18
1147802400	136	1.13
1147813200	136	1.09
1147824000	137	1.06
1147834800	137	1.04
1147845600	137	1
1147856400	137	0.98
1147867200	137	0.95
1147878000	137	0.95
1147888800	137	0.96
1147899600	137	0.98
1147910400	138	0.98
1147921200	138	0.97
1147932000	138	0.93
1147942800	138	0.9
1147953600	138	1.13
1147964400	138	1.27
1147975200	138	1.38
1147986000	138	1.37
1147996800	139	1.31
1148007600	139	1.24
1148018400	139	1.17
1148029200	139	1.37
1148040000	139	1.35
1148050800	139	1.35
1148061600	139	1.33
1148072400	139	1.28
1148083200	140	1.24
1148094000	140	1.18
1148104800	140	1.14
1148115600	140	1.09
1148126400	140	1.03
1148137200	140	1
1148148000	140	0.96
1148158800	140	0.91
1148169600	141	1.04
1148180400	141	1.1
1148191200	141	1.06
1148202000	141	0.98
1148212800	141	1.09
1148223600	141	1.18
1148234400	141	1.18
1148245200	141	1.17
1148256000	142	1.19
1148266800	142	1.22
1148277600	142	1.23
1148288400	142	1.22
1148299200	142	1.17
1148310000	142	1.12
1148320800	142	1.07
1148331600	142	1.04
1148342400	143	1.03
1148353200	143	1.04
1148364000	143	1.03
1148374800	143	1
1148385600	143	0.97
1148396400	143	0.94
1148407200	143	0.92
1148418000	143	0.89
1148428800	144	0.87
1148439600	144	0.86
1148450400	144	0.87
1148461200	144	0.88
1148472000	144	0.9
1148482800	144	0.9
1148493600	144	0.88
1148504400	144	0.85
1148515200	145	1.12
1148526000	145	1.17
1148536800	145	1.31
1148547600	145	1.37
1148558400	145	1.51
1148569200	145	1.6
1148580000	145	1.58
1148590800	145	1.48
1148601600	146	1.38
1148612400	146	1.27
1148623200	146	1.22
1148634000	146	1.25
1148644800	146	1.47
1148655600	146	1.74
1148666400	146	1.84
1148677200	146	1.83
1148688000	147	1.78
1148698800	147	1.68
1148709600	147	1.62
1148720400	147	1.51
1148731200	147	1.4
1148742000	147	1.27
1148752800	147	1.15
1148763600	147	1.01
1148774400	148	0.92
1148785200	148	0.86
1148796000	148	0.9
1148806800	148	1.02
1148817600	148	0.9
1148828400	148	0.83
1148839200	148	0.75
1148850000	148	1.08
1148860800	149	1.06
1148871600	149	1.04
1148882400	149	1.17
1148893200	149	1.33
1148904000	149	1.4
1148914800	149	1.4
1148925600	149	1.37
1148936400	149	1.35
1148947200	150	1.33
1148958000	150	1.34
1148968800	150	1.35
1148979600	150	1.34
1148990400	150	1.3
1149001200	150	1.25
1149012000	150	1.19
1149022800	150	1.15
1149033600	151	1.14
1149044400	151	1.16
1149055200	151	1.19
1149066000	151	1.21
1149076800	151	1.19
1149087600	151	1.15
1149098400	151	1.09
1149109200	151	1.02
1149120000	152	0.96
