Unix	jday	hs
1051747200	121	0.8
1051758000	121	0.92
1051768800	121	0.92
1051779600	121	0.97
1051790400	121	0.96
1051801200	121	0.91
1051812000	121	0.85
1051822800	121	0.86
1051833600	122	0.93
1051844400	122	0.88
1051855200	122	0.8
1051866000	122	0.69
1051876800	122	0.61
1051887600	122	0.55
1051898400	122	0.55
1051909200	122	0.55
1051920000	123	0.6
1051930800	123	1.05
1051941600	123	1.03
1051952400	123	0.95
1051963200	123	0.86
1051974000	123	0.8
1051984800	123	0.73
1051995600	123	0.65
1052006400	124	0.68
1052017200	124	1.09
1052028000	124	1.69
1052038800	124	2.18
1052049600	124	2.14
1052060400	124	2.03
1052071200	124	1.95
1052082000	124	2.01
1052092800	125	2.08
1052103600	125	2.03
1052114400	125	1.94
1052125200	125	1.85
1052136000	125	1.75
1052146800	125	1.65
1052157600	125	1.53
1052168400	125	1.44
1052179200	126	1.38
1052190000	126	1.3
1052200800	126	1.22
1052211600	126	1.16
1052222400	126	1.12
1052233200	126	1.11
1052244000	126	1.14
1052254800	126	1.23
1052265600	127	1.36
1052276400	127	1.56
1052287200	127	1.52
1052298000	127	1.47
1052308800	127	1.42
1052319600	127	1.38
1052330400	127	1.34
1052341200	127	1.31
1052352000	128	1.27
1052362800	128	1.21
1052373600	128	1.14
1052384400	128	1.05
1052395200	128	0.98
1052406000	128	0.92
1052416800	128	0.86
1052427600	128	0.85
1052438400	129	1.17
1052449200	129	1.04
1052460000	129	1.01
1052470800	129	1.03
1052481600	129	1.01
1052492400	129	1.04
1052503200	129	1
1052514000	129	1.03
1052524800	130	0.97
1052535600	130	1.02
1052546400	130	1.01
1052557200	130	1
1052568000	130	0.87
1052578800	130	0.83
1052589600	130	0.99
1052600400	130	1.3
1052611200	131	1.51
1052622000	131	1.65
1052632800	131	1.8
1052643600	131	1.93
1052654400	131	1.96
1052665200	131	2
1052676000	131	1.99
1052686800	131	1.95
1052697600	132	1.89
1052708400	132	1.82
1052719200	132	1.72
1052730000	132	1.63
1052740800	132	1.54
1052751600	132	1.51
1052762400	132	1.4
1052773200	132	1.48
1052784000	133	1.61
1052794800	133	1.66
1052805600	133	1.64
1052816400	133	1.6
1052827200	133	1.51
1052838000	133	1.42
1052848800	133	1.32
1052859600	133	1.21
1052870400	134	1.1
1052881200	134	1.03
1052892000	134	1.09
1052902800	134	1.29
1052913600	134	1.53
1052924400	134	1.74
1052935200	134	1.87
1052946000	134	1.93
1052956800	135	1.9
1052967600	135	1.79
1052978400	135	1.65
1052989200	135	1.5
1.053e+09	135	1.58
1053010800	135	1.37
1053021600	135	1.22
1053032400	135	1.11
1053043200	136	1.02
1053054000	136	0.95
1053064800	136	0.88
1053075600	136	0.82
1053086400	136	0.75
1053097200	136	0.68
1053108000	136	0.62
1053118800	136	0.57
1053129600	137	0.53
1053140400	137	0.49
1053151200	137	0.48
1053162000	137	0.48
1053172800	137	0.53
1053183600	137	0.62
1053194400	137	1.07
1053205200	137	0.96
1053216000	138	0.96
1053226800	138	0.96
1053237600	138	0.96
1053248400	138	0.91
1053259200	138	0.85
1053270000	138	0.78
1053280800	138	0.72
1053291600	138	0.67
1053302400	139	0.78
1053313200	139	1.07
1053324000	139	1.28
1053334800	139	1.32
1053345600	139	1.27
1053356400	139	1.25
1053367200	139	1.16
1053378000	139	1.11
1053388800	140	1.22
1053399600	140	1.12
1053410400	140	0.96
1053421200	140	0.87
1053432000	140	0.8
1053442800	140	0.8
1053453600	140	0.74
1053464400	140	0.68
1053475200	141	0.64
1053486000	141	0.61
1053496800	141	0.59
1053507600	141	0.56
1053518400	141	0.54
1053529200	141	0.59
1053540000	141	0.74
1053550800	141	0.98
1053561600	142	1.25
1053572400	142	1.57
1053583200	142	1.68
1053594000	142	1.79
1053604800	142	1.89
1053615600	142	1.94
1053626400	142	1.91
1053637200	142	1.83
1053648000	143	1.72
1053658800	143	1.61
1053669600	143	1.49
1053680400	143	1.38
1053691200	143	1.29
1053702000	143	1.27
1053712800	143	1.31
1053723600	143	1.39
1053734400	144	1.51
1053745200	144	1.52
1053756000	144	1.51
1053766800	144	1.46
1053777600	144	1.37
1053788400	144	1.29
1053799200	144	1.25
1053810000	144	1.21
1053820800	145	1.2
1053831600	145	1.36
1053842400	145	1.4
1053853200	145	1.33
1053864000	145	1.27
1053874800	145	1.2
1053885600	145	1.13
1053896400	145	1.08
1053907200	146	1.03
1053918000	146	1
1053928800	146	0.97
1053939600	146	0.94
1053950400	146	0.91
1053961200	146	0.89
1053972000	146	0.86
1053982800	146	0.84
1053993600	147	0.82
1054004400	147	0.79
1054015200	147	0.78
1054026000	147	0.77
1054036800	147	0.77
1054047600	147	0.78
1054058400	147	0.8
1054069200	147	1.13
1054080000	148	1.32
1054090800	148	1.35
1054101600	148	1.34
1054112400	148	1.36
1054123200	148	1.37
1054134000	148	1.38
1054144800	148	1.35
1054155600	148	1.38
1054166400	149	1.32
1054177200	149	1.3
1054188000	149	1.11
1054198800	149	0.98
1054209600	149	0.95
1054220400	149	1.07
1054231200	149	1.14
1054242000	149	1.25
1054252800	150	1.14
1054263600	150	1.26
1054274400	150	1.32
1054285200	150	1.44
1054296000	150	1.4
1054306800	150	1.48
1054317600	150	1.52
1054328400	150	1.59
1054339200	151	1.58
1054350000	151	1.57
1054360800	151	1.46
1054371600	151	1.36
1054382400	151	1.26
1054393200	151	1.19
1054404000	151	1.11
1054414800	151	1.03
1054425600	152	0.94
