Unix	jday	hs
1117584000	152	1.36
1117594800	152	1.26
1117605600	152	1.12
1117616400	152	1.44
1117627200	152	2.01
1117638000	152	1.95
1117648800	152	1.79
1117659600	152	1.58
1117670400	153	1.39
1117681200	153	1.23
1117692000	153	1.17
1117702800	153	1.19
1117713600	153	1.3
1117724400	153	1.75
1117735200	153	2.19
1117746000	153	2.59
1117756800	154	2.75
1117767600	154	2.72
1117778400	154	2.6
1117789200	154	2.42
1117800000	154	2.19
1117810800	154	2
1117821600	154	2.02
1117832400	154	2.27
1117843200	155	2.28
1117854000	155	2.16
1117864800	155	2.04
1117875600	155	1.93
1117886400	155	1.83
1117897200	155	1.74
1117908000	155	1.68
1117918800	155	1.63
1117929600	156	1.61
1117940400	156	1.6
1117951200	156	1.59
1117962000	156	1.57
1117972800	156	1.52
1117983600	156	1.55
1117994400	156	1.95
1118005200	156	2.37
1118016000	157	2.48
1118026800	157	2.37
1118037600	157	2.26
1118048400	157	2.13
1118059200	157	1.96
1118070000	157	1.78
1118080800	157	1.61
1118091600	157	1.47
1118102400	158	1.33
1118113200	158	1.17
1118124000	158	1.01
1118134800	158	0.94
1118145600	158	1.67
1118156400	158	2.23
1118167200	158	2.07
1118178000	158	1.82
1118188800	159	1.63
1118199600	159	1.49
1118210400	159	1.39
1118221200	159	1.33
1118232000	159	1.28
1118242800	159	1.25
1118253600	159	1.21
1118264400	159	1.17
1118275200	160	1.13
1118286000	160	1.1
1118296800	160	1.08
1118307600	160	1.07
1118318400	160	1.06
1118329200	160	1.04
1118340000	160	1.01
1118350800	160	0.98
1118361600	161	0.96
1118372400	161	0.93
1118383200	161	0.89
1118394000	161	0.86
1118404800	161	0.84
1118415600	161	0.82
1118426400	161	0.81
1118437200	161	0.8
1118448000	162	0.79
1118458800	162	0.78
1118469600	162	0.77
1118480400	162	0.77
1118491200	162	0.77
1118502000	162	0.76
1118512800	162	0.75
1118523600	162	0.73
1118534400	163	0.71
1118545200	163	0.68
1118556000	163	0.65
1118566800	163	0.62
1118577600	163	0.58
1118588400	163	0.55
1118599200	163	0.52
1118610000	163	0.51
1118620800	164	0.51
1118631600	164	0.52
1118642400	164	0.54
1118653200	164	0.56
1118664000	164	0.6
1118674800	164	0.66
1118685600	164	0.73
1118696400	164	0.8
1118707200	165	0.86
1118718000	165	0.91
1118728800	165	0.96
1118739600	165	1
1118750400	165	1.05
1118761200	165	1.08
1118772000	165	1.1
1118782800	165	1.1
1118793600	166	1.09
1118804400	166	1.1
1118815200	166	1.11
1118826000	166	1.14
1118836800	166	1.19
1118847600	166	1.27
1118858400	166	1.39
1118869200	166	1.45
1118880000	167	1.54
1118890800	167	1.63
1118901600	167	1.73
1118912400	167	1.75
1118923200	167	1.79
1118934000	167	1.76
1118944800	167	1.72
1118955600	167	1.68
1118966400	168	1.64
1118977200	168	1.62
1118988000	168	1.62
1118998800	168	1.6
1119009600	168	1.6
1119020400	168	1.59
1119031200	168	1.58
1119042000	168	1.54
1119052800	169	1.49
1119063600	169	1.36
1119074400	169	1.25
1119085200	169	1.13
1119096000	169	1.07
1119106800	169	1
1119117600	169	0.94
1119128400	169	0.89
1119139200	170	0.83
1119150000	170	0.8
1119160800	170	0.8
1119171600	170	0.81
1119182400	170	0.84
1119193200	170	0.84
1119204000	170	0.83
1119214800	170	0.83
1119225600	171	1.24
1119236400	171	1.13
1119247200	171	1.13
1119258000	171	1.15
1119268800	171	1.3
1119279600	171	1.56
1119290400	171	1.68
1119301200	171	1.9
1119312000	172	2
1119322800	172	1.82
1119333600	172	1.56
1119344400	172	1.31
1119355200	172	1.08
1119366000	172	0.89
1119376800	172	0.78
1119387600	172	0.89
1119398400	173	1.08
1119409200	173	1.14
1119420000	173	1.15
1119430800	173	1.29
1119441600	173	1.56
1119452400	173	1.7
1119463200	173	1.73
1119474000	173	1.69
1119484800	174	1.6
1119495600	174	1.51
1119506400	174	1.42
1119517200	174	1.33
1119528000	174	1.28
1119538800	174	1.47
1119549600	174	1.14
1119560400	174	1.39
1119571200	175	1.61
1119582000	175	1.66
1119592800	175	1.61
1119603600	175	1.53
1119614400	175	1.44
1119625200	175	1.34
1119636000	175	1.24
1119646800	175	1.13
1119657600	176	1.01
1119668400	176	1.08
1119679200	176	1.76
1119690000	176	2.22
1119700800	176	2.49
1119711600	176	2.69
1119722400	176	2.71
1119733200	176	2.65
1119744000	177	2.62
1119754800	177	2.57
1119765600	177	2.41
1119776400	177	2.18
1119787200	177	1.98
1119798000	177	1.84
1119808800	177	1.7
1119819600	177	1.59
1119830400	178	1.47
1119841200	178	1.4
1119852000	178	1.35
1119862800	178	1.28
1119873600	178	1.2
1119884400	178	1.24
1119895200	178	1.35
1119906000	178	1.26
1119916800	179	1.21
1119927600	179	1.25
1119938400	179	1.27
1119949200	179	1.32
1119960000	179	1.31
1119970800	179	1.35
1119981600	179	1.31
1119992400	179	1.2
1120003200	180	1.07
1120014000	180	1.21
1120024800	180	1.45
1120035600	180	1.66
1120046400	180	2.06
1120057200	180	2.76
1120068000	180	2.81
1120078800	180	2.62
1120089600	181	2.33
1120100400	181	2.03
1120111200	181	1.76
1120122000	181	1.58
1120132800	181	1.57
1120143600	181	1.4
1120154400	181	1.3
1120165200	181	1.28
1120176000	182	1.34
