Unix	jday	V.component_of_wind
757382400	1	-1.42760858988893
757386000	1	-1.30061791120204
757389600	1	-1.05476902045873
757393200	1	-0.681476784690722
757396800	1	-0.00902943147679455
757400400	1	0.569147866422197
757404000	1	2.60740674852354
757407600	1	2.59699229801055
757411200	1	2.96993266951783
757414800	1	2.92550957381985
757418400	1	2.29648278174436
757422000	1	1.75781860051154
757425600	1	0.67676188917947
757429200	1	0.49014819369239
757432800	1	-0.041937838877694
757436400	1	-1.05332033195944
757440000	1	-2.12081609141334
757443600	1	-2.97737981988959
757447200	1	-1.8453246810169
757450800	1	-2.65285013448373
757454400	1	-2.8137641230895
757458000	1	-2.67140161804026
757461600	1	-1.04848769796564
757465200	1	0.763795832364819
757468800	2	2.78029207988032
757472400	2	3.79368340435544
757476000	2	3.62890265942294
757479600	2	3.47971226090483
757483200	2	3.25886902037147
757486800	2	2.90815929201099
757490400	2	2.82464640270439
757494000	2	2.42076443019364
757497600	2	2.06804733477445
757501200	2	1.91594875414659
757504800	2	1.71202475814473
757508400	2	1.47751787262726
757512000	2	1.55358862706127
757515600	2	1.06913294568732
757519200	2	0.523610203365808
757522800	2	0.223873882720209
757526400	2	0.255559549193076
757530000	2	0.200558383860604
757533600	2	0.779341304264667
757537200	2	0.378313476904472
757540800	2	-0.23776186294985
757544400	2	-0.759080508681533
757548000	2	-1.23311722134151
757551600	2	-1.68671597158816
757555200	3	-2.61012250163976
757558800	3	-3.32650518554392
757562400	3	-4.11472422288496
757566000	3	-3.92980168007318
757569600	3	-4.00981906056856
757573200	3	-4.71723262113338
757576800	3	-6.02923956705072
757580400	3	-5.46244546384159
757584000	3	-5.62009718136735
757587600	3	-6.80154646746133
757591200	3	-8.28400560993597
757594800	3	-9.24738708616156
757598400	3	-8.56540981226908
757602000	3	-8.13014650079434
757605600	3	-7.96035033306298
757609200	3	-7.42403001951895
757612800	3	-7.4129276578706
757616400	3	-7.71128887848833
757620000	3	-6.71508035681406
757623600	3	-8.11667055555988
757627200	3	-8.07370584161272
757630800	3	-7.87871738394966
757634400	3	-7.09575314066063
757638000	3	-7.71325615156717
757641600	4	-9.04118690934595
757645200	4	-8.18336394951634
757648800	4	-5.98915220181382
757652400	4	-4.9597693490109
757656000	4	-6.60216983416686
757659600	4	-7.04441357260841
757663200	4	-6.96058201813587
757666800	4	-8.63542316021015
757670400	4	-9.44709054032258
757674000	4	-8.73765198680292
757677600	4	-7.5527030448218
757681200	4	-7.91947868294026
757684800	4	-15.2039271771942
757688400	4	-16.8637734403961
757692000	4	-12.4848409260129
757695600	4	-8.62915668029914
757699200	4	-6.74674952184193
757702800	4	-5.29430330929939
757706400	4	-0.527378561484552
757710000	4	-0.547955798384358
757713600	4	-0.245047830171158
757717200	4	1.19559234896202
757720800	4	1.92166204791925
