Unix	jday	rh
1009843200	1	94
1009846800	1	93
1009850400	1	93
1009854000	1	93
1009857600	1	92
1009861200	1	92
1009864800	1	92
1009868400	1	92
1009872000	1	93
1009875600	1	93
1009879200	1	93
1009882800	1	93
1009886400	1	93
1009890000	1	93
1009893600	1	94
1009897200	1	94
1009900800	1	94
1009904400	1	94
1009908000	1	94
1009911600	1	94
1009915200	1	94
1009918800	1	94
1009922400	1	95
1009926000	1	95
1009929600	2	96
1009933200	2	95
1009936800	2	95
1009940400	2	95
1009944000	2	95
1009947600	2	95
1009951200	2	95
1009954800	2	95
1009958400	2	96
1009962000	2	96
1009965600	2	96
1009969200	2	95
1009972800	2	94
1009976400	2	94
1009980000	2	94
1009983600	2	93
1009987200	2	93
1009990800	2	93
1009994400	2	94
1009998000	2	93
1010001600	2	93
1010005200	2	93
1010008800	2	93
1010012400	2	92
1010016000	3	92
1010019600	3	89
1010023200	3	87
1010026800	3	87
1010030400	3	86
1010034000	3	86
1010037600	3	86
1010041200	3	87
1010044800	3	90
1010048400	3	92
1010052000	3	93
1010055600	3	94
1010059200	3	92
1010062800	3	89
1010066400	3	88
1010070000	3	88
1010073600	3	88
1010077200	3	89
1010080800	3	91
1010084400	3	90
1010088000	3	89
1010091600	3	89
1010095200	3	88
1010098800	3	87
1010102400	4	85
1010106000	4	85
1010109600	4	84
1010113200	4	83
1010116800	4	80
1010120400	4	81
1010124000	4	82
1010127600	4	83
1010131200	4	86
1010134800	4	87
1010138400	4	88
1010142000	4	88
1010145600	4	88
1010149200	4	89
1010152800	4	89
1010156400	4	89
1010160000	4	89
1010163600	4	89
1010167200	4	89
1010170800	4	86
1010174400	4	83
1010178000	4	80
1010181600	4	77
1010185200	4	76
1010188800	5	74
1010192400	5	67
1010196000	5	63
1010199600	5	62
1010203200	5	64
1010206800	5	66
1010210400	5	69
1010214000	5	72
1010217600	5	77
1010221200	5	81
1010224800	5	84
1010228400	5	86
1010232000	5	85
1010235600	5	83
1010239200	5	82
1010242800	5	83
1010246400	5	84
1010250000	5	85
1010253600	5	85
1010257200	5	81
1010260800	5	74
1010264400	5	64
1010268000	5	57
1010271600	5	53
1010275200	6	52
1010278800	6	53
1010282400	6	56
1010286000	6	57
1010289600	6	58
1010293200	6	59
1010296800	6	63
1010300400	6	68
1010304000	6	73
1010307600	6	76
1010311200	6	80
1010314800	6	80
1010318400	6	85
1010322000	6	85
1010325600	6	82
1010329200	6	83
1010332800	6	86
1010336400	6	87
1010340000	6	84
1010343600	6	78
1010347200	6	71
1010350800	6	68
1010354400	6	64
1010358000	6	62
1010361600	7	59
1010365200	7	57
1010368800	7	55
1010372400	7	54
1010376000	7	55
1010379600	7	56
1010383200	7	57
1010386800	7	62
1010390400	7	68
1010394000	7	72
1010397600	7	75
1010401200	7	77
1010404800	7	81
1010408400	7	81
1010412000	7	81
1010415600	7	81
1010419200	7	81
1010422800	7	81
1010426400	7	78
1010430000	7	74
1010433600	7	67
1010437200	7	61
1010440800	7	60
