Unix	jday	rh
1136073600	1	64
1136077200	1	60
1136080800	1	60
1136084400	1	61
1136088000	1	63
1136091600	1	66
1136095200	1	68
1136098800	1	72
1136102400	1	75
1136106000	1	76
1136109600	1	77
1136113200	1	78
1136116800	1	78
1136120400	1	80
1136124000	1	91
1136127600	1	94
1136131200	1	93
1136134800	1	93
1136138400	1	94
1136142000	1	94
1136145600	1	94
1136149200	1	94
1136152800	1	93
1136156400	1	91
1136160000	2	90
1136163600	2	87
1136167200	2	86
1136170800	2	84
1136174400	2	82
1136178000	2	80
1136181600	2	78
1136185200	2	77
1136188800	2	78
1136192400	2	77
1136196000	2	78
1136199600	2	79
1136203200	2	79
1136206800	2	78
1136210400	2	79
1136214000	2	80
1136217600	2	80
1136221200	2	82
1136224800	2	86
1136228400	2	87
1136232000	2	88
1136235600	2	88
1136239200	2	88
1136242800	2	89
1136246400	3	90
1136250000	3	88
1136253600	3	89
1136257200	3	90
1136260800	3	91
1136264400	3	92
1136268000	3	92
1136271600	3	90
1136275200	3	89
1136278800	3	88
1136282400	3	86
1136286000	3	85
1136289600	3	85
1136293200	3	84
1136296800	3	84
1136300400	3	84
1136304000	3	85
1136307600	3	85
1136311200	3	86
1136314800	3	85
1136318400	3	84
1136322000	3	84
1136325600	3	85
1136329200	3	84
1136332800	4	83
1136336400	4	73
1136340000	4	65
1136343600	4	63
1136347200	4	67
1136350800	4	72
1136354400	4	77
1136358000	4	79
1136361600	4	82
1136365200	4	83
1136368800	4	83
1136372400	4	84
1136376000	4	84
1136379600	4	85
1136383200	4	86
1136386800	4	85
1136390400	4	85
1136394000	4	85
1136397600	4	83
1136401200	4	83
1136404800	4	80
1136408400	4	80
1136412000	4	81
1136415600	4	82
1136419200	5	82
1136422800	5	80
1136426400	5	79
1136430000	5	79
1136433600	5	79
1136437200	5	79
1136440800	5	80
1136444400	5	80
1136448000	5	82
1136451600	5	85
1136455200	5	86
1136458800	5	86
1136462400	5	89
1136466000	5	87
1136469600	5	87
1136473200	5	87
1136476800	5	88
1136480400	5	87
1136484000	5	85
1136487600	5	81
1136491200	5	72
1136494800	5	63
1136498400	5	58
1136502000	5	56
1136505600	6	54
1136509200	6	52
1136512800	6	52
1136516400	6	54
1136520000	6	56
1136523600	6	59
1136527200	6	63
1136530800	6	66
1136534400	6	71
1136538000	6	74
1136541600	6	77
1136545200	6	80
1136548800	6	83
1136552400	6	84
1136556000	6	85
1136559600	6	86
1136563200	6	87
1136566800	6	88
1136570400	6	89
1136574000	6	87
1136577600	6	87
1136581200	6	85
1136584800	6	83
1136588400	6	82
1136592000	7	81
1136595600	7	81
1136599200	7	79
1136602800	7	78
1136606400	7	78
1136610000	7	80
1136613600	7	84
1136617200	7	88
1136620800	7	91
1136624400	7	92
1136628000	7	92
1136631600	7	91
1136635200	7	91
1136638800	7	90
1136642400	7	90
1136646000	7	90
1136649600	7	90
1136653200	7	91
1136656800	7	91
1136660400	7	90
1136664000	7	89
1136667600	7	86
1136671200	7	88
1136674800	7	89
1136678400	8	89
1136682000	8	89
1136685600	8	89
1136689200	8	89
1136692800	8	88
1136696400	8	88
1136700000	8	89
1136703600	8	89
1136707200	8	89
1136710800	8	89
1136714400	8	90
1136718000	8	91
1136721600	8	92
1136725200	8	93
1136728800	8	93
1136732400	8	94
1136736000	8	94
1136739600	8	94
1136743200	8	94
1136746800	8	93
1136750400	8	90
1136754000	8	85
1136757600	8	76
1136761200	8	67
1136764800	9	64
1136768400	9	61
1136772000	9	60
1136775600	9	60
1136779200	9	61
1136782800	9	63
1136786400	9	65
1136790000	9	69
1136793600	9	73
1136797200	9	73
1136800800	9	72
1136804400	9	70
1136808000	9	67
1136811600	9	66
1136815200	9	65
1136818800	9	63
1136822400	9	62
1136826000	9	61
1136829600	9	60
1136833200	9	55
1136836800	9	48
1136840400	9	39
1136844000	9	37
1136847600	9	41
1136851200	10	48
1136854800	10	47
1136858400	10	51
1136862000	10	56
1136865600	10	61
1136869200	10	67
1136872800	10	73
1136876400	10	80
1136880000	10	91
1136883600	10	92
1136887200	10	92
1136890800	10	92
1136894400	10	93
1136898000	10	92
1136901600	10	93
1136905200	10	94
1136908800	10	94
1136912400	10	94
1136916000	10	92
1136919600	10	90
1136923200	10	88
1136926800	10	86
1136930400	10	80
1136934000	10	75
1136937600	11	70
1136941200	11	68
1136944800	11	69
1136948400	11	74
1136952000	11	81
1136955600	11	86
1136959200	11	90
1136962800	11	91
1136966400	11	92
1136970000	11	93
1136973600	11	93
1136977200	11	93
1136980800	11	94
1136984400	11	94
1136988000	11	94
1136991600	11	94
1136995200	11	93
1136998800	11	93
1137002400	11	94
1137006000	11	95
1137009600	11	96
1137013200	11	95
1137016800	11	94
1137020400	11	90
1137024000	12	76
1137027600	12	69
1137031200	12	65
1137034800	12	63
1137038400	12	64
1137042000	12	67
1137045600	12	71
1137049200	12	79
1137052800	12	86
1137056400	12	88
1137060000	12	89
1137063600	12	90
1137067200	12	89
1137070800	12	91
1137074400	12	92
1137078000	12	92
1137081600	12	92
1137085200	12	92
1137088800	12	92
1137092400	12	92
1137096000	12	92
1137099600	12	93
1137103200	12	93
1137106800	12	93
1137110400	13	93
1137114000	13	93
1137117600	13	93
1137121200	13	93
1137124800	13	94
1137128400	13	94
1137132000	13	95
1137135600	13	95
1137139200	13	95
1137142800	13	94
1137146400	13	93
1137150000	13	93
1137153600	13	91
1137157200	13	89
1137160800	13	85
1137164400	13	82
1137168000	13	79
1137171600	13	78
1137175200	13	75
1137178800	13	70
1137182400	13	64
1137186000	13	54
1137189600	13	47
1137193200	13	44
1137196800	14	42
1137200400	14	42
1137204000	14	43
1137207600	14	44
1137211200	14	47
1137214800	14	51
1137218400	14	56
1137222000	14	62
1137225600	14	71
1137229200	14	78
1137232800	14	79
1137236400	14	80
1137240000	14	80
1137243600	14	82
1137247200	14	82
1137250800	14	82
1137254400	14	85
1137258000	14	87
1137261600	14	89
1137265200	14	90
1137268800	14	93
1137272400	14	93
1137276000	14	90
1137279600	14	85
1137283200	15	79
1137286800	15	70
1137290400	15	71
1137294000	15	72
1137297600	15	70
1137301200	15	68
1137304800	15	64
1137308400	15	62
1137312000	15	64
1137315600	15	64
1137319200	15	64
1137322800	15	65
1137326400	15	65
1137330000	15	65
1137333600	15	66
1137337200	15	66
1137340800	15	65
1137344400	15	65
1137348000	15	65
1137351600	15	62
1137355200	15	60
1137358800	15	58
1137362400	15	56
1137366000	15	56
1137369600	16	54
1137373200	16	54
1137376800	16	55
1137380400	16	57
1137384000	16	60
1137387600	16	63
1137391200	16	66
1137394800	16	68
1137398400	16	74
1137402000	16	77
1137405600	16	79
1137409200	16	80
1137412800	16	81
1137416400	16	83
1137420000	16	86
1137423600	16	87
1137427200	16	87
1137430800	16	87
1137434400	16	87
1137438000	16	84
1137441600	16	81
1137445200	16	77
1137448800	16	73
1137452400	16	71
1137456000	17	70
1137459600	17	69
1137463200	17	69
1137466800	17	73
1137470400	17	76
1137474000	17	80
1137477600	17	85
1137481200	17	87
1137484800	17	89
1137488400	17	89
1137492000	17	88
1137495600	17	88
1137499200	17	87
1137502800	17	87
1137506400	17	88
1137510000	17	89
1137513600	17	91
1137517200	17	93
1137520800	17	93
1137524400	17	94
1137528000	17	94
1137531600	17	94
1137535200	17	95
1137538800	17	95
1137542400	18	95
1137546000	18	96
1137549600	18	96
1137553200	18	95
1137556800	18	94
1137560400	18	90
1137564000	18	85
1137567600	18	79
1137571200	18	76
1137574800	18	73
1137578400	18	72
1137582000	18	70
1137585600	18	69
1137589200	18	70
1137592800	18	70
1137596400	18	72
1137600000	18	69
1137603600	18	67
1137607200	18	67
1137610800	18	64
1137614400	18	57
1137618000	18	52
1137621600	18	50
1137625200	18	48
1137628800	19	50
1137632400	19	51
1137636000	19	51
1137639600	19	51
1137643200	19	54
1137646800	19	56
1137650400	19	61
1137654000	19	66
1137657600	19	75
1137661200	19	81
1137664800	19	84
1137668400	19	85
1137672000	19	86
1137675600	19	87
1137679200	19	90
1137682800	19	94
1137686400	19	96
1137690000	19	98
1137693600	19	98
1137697200	19	99
1137700800	19	98
1137704400	19	95
1137708000	19	82
1137711600	19	66
1137715200	20	59
1137718800	20	56
1137722400	20	56
1137726000	20	57
1137729600	20	59
1137733200	20	61
1137736800	20	64
1137740400	20	68
1137744000	20	80
1137747600	20	82
1137751200	20	82
1137754800	20	83
1137758400	20	84
1137762000	20	84
1137765600	20	82
1137769200	20	81
1137772800	20	81
1137776400	20	82
1137780000	20	80
1137783600	20	75
1137787200	20	65
1137790800	20	58
1137794400	20	57
1137798000	20	58
1137801600	21	59
1137805200	21	58
1137808800	21	58
1137812400	21	60
1137816000	21	63
