Unix	jday	rh
1230768000	1	59
1230771600	1	57
1230775200	1	55
1230778800	1	54
1230782400	1	54
1230786000	1	55
1230789600	1	57
1230793200	1	61
1230796800	1	74
1230800400	1	76
1230804000	1	77
1230807600	1	77
1230811200	1	77
1230814800	1	77
1230818400	1	78
1230822000	1	77
1230825600	1	79
1230829200	1	80
1230832800	1	81
1230836400	1	79
1230840000	1	76
1230843600	1	77
1230847200	1	83
1230850800	1	86
1230854400	2	86
1230858000	2	84
1230861600	2	83
1230865200	2	80
1230868800	2	75
1230872400	2	74
1230876000	2	84
1230879600	2	93
1230883200	2	95
1230886800	2	95
1230890400	2	95
1230894000	2	94
1230897600	2	93
1230901200	2	93
1230904800	2	92
1230908400	2	92
1230912000	2	92
1230915600	2	92
1230919200	2	91
1230922800	2	91
1230926400	2	90
1230930000	2	87
1230933600	2	80
1230937200	2	68
1230940800	3	61
1230944400	3	58
1230948000	3	59
1230951600	3	61
1230955200	3	62
1230958800	3	63
1230962400	3	65
1230966000	3	68
1230969600	3	75
1230973200	3	76
1230976800	3	77
1230980400	3	78
1230984000	3	79
1230987600	3	80
1230991200	3	83
1230994800	3	84
1230998400	3	84
1231002000	3	84
1231005600	3	85
1231009200	3	82
1231012800	3	77
1231016400	3	71
1231020000	3	68
1231023600	3	66
1231027200	4	63
1231030800	4	62
1231034400	4	62
1231038000	4	63
1231041600	4	64
1231045200	4	66
1231048800	4	69
1231052400	4	73
1231056000	4	79
1231059600	4	84
1231063200	4	86
1231066800	4	88
1231070400	4	89
1231074000	4	90
1231077600	4	91
1231081200	4	92
1231084800	4	92
1231088400	4	91
1231092000	4	91
1231095600	4	84
1231099200	4	78
1231102800	4	73
1231106400	4	70
1231110000	4	69
1231113600	5	67
1231117200	5	66
1231120800	5	67
1231124400	5	69
1231128000	5	72
1231131600	5	75
1231135200	5	77
1231138800	5	80
1231142400	5	85
1231146000	5	90
1231149600	5	90
1231153200	5	90
1231156800	5	91
1231160400	5	91
1231164000	5	90
1231167600	5	90
1231171200	5	89
1231174800	5	89
1231178400	5	90
1231182000	5	83
1231185600	5	77
1231189200	5	75
1231192800	5	76
1231196400	5	76
1231200000	6	78
1231203600	6	80
1231207200	6	83
1231210800	6	86
1231214400	6	85
1231218000	6	82
1231221600	6	79
1231225200	6	79
1231228800	6	81
1231232400	6	82
1231236000	6	82
1231239600	6	83
1231243200	6	84
1231246800	6	85
1231250400	6	87
1231254000	6	89
1231257600	6	91
1231261200	6	93
1231264800	6	94
1231268400	6	95
1231272000	6	95
1231275600	6	95
1231279200	6	95
1231282800	6	95
1231286400	7	93
1231290000	7	93
1231293600	7	93
1231297200	7	94
1231300800	7	94
1231304400	7	94
1231308000	7	94
1231311600	7	94
1231315200	7	96
1231318800	7	96
1231322400	7	96
1231326000	7	96
1231329600	7	96
1231333200	7	97
1231336800	7	98
1231340400	7	98
1231344000	7	97
1231347600	7	96
1231351200	7	97
1231354800	7	96
1231358400	7	93
1231362000	7	86
1231365600	7	73
1231369200	7	68
1231372800	8	66
1231376400	8	65
1231380000	8	67
1231383600	8	70
1231387200	8	73
1231390800	8	76
1231394400	8	80
1231398000	8	84
1231401600	8	93
1231405200	8	94
1231408800	8	95
1231412400	8	95
1231416000	8	93
1231419600	8	93
1231423200	8	94
1231426800	8	92
1231430400	8	91
1231434000	8	90
1231437600	8	90
1231441200	8	89
1231444800	8	89
1231448400	8	89
1231452000	8	90
1231455600	8	91
1231459200	9	91
1231462800	9	90
1231466400	9	88
1231470000	9	88
1231473600	9	89
1231477200	9	91
1231480800	9	92
1231484400	9	93
1231488000	9	94
1231491600	9	93
1231495200	9	92
1231498800	9	90
1231502400	9	88
1231506000	9	87
1231509600	9	86
1231513200	9	85
1231516800	9	84
1231520400	9	84
1231524000	9	82
1231527600	9	78
1231531200	9	70
1231534800	9	56
1231538400	9	49
1231542000	9	47
1231545600	10	46
1231549200	10	46
1231552800	10	46
1231556400	10	48
1231560000	10	51
1231563600	10	55
1231567200	10	67
1231570800	10	74
1231574400	10	74
1231578000	10	73
1231581600	10	72
1231585200	10	73
1231588800	10	75
1231592400	10	78
1231596000	10	81
1231599600	10	83
1231603200	10	85
1231606800	10	85
1231610400	10	86
1231614000	10	84
1231617600	10	80
1231621200	10	74
1231624800	10	62
1231628400	10	58
1231632000	11	54
1231635600	11	54
1231639200	11	54
1231642800	11	55
1231646400	11	61
1231650000	11	66
1231653600	11	69
1231657200	11	71
1231660800	11	71
1231664400	11	72
1231668000	11	71
1231671600	11	72
1231675200	11	83
1231678800	11	84
1231682400	11	83
1231686000	11	81
1231689600	11	81
1231693200	11	81
1231696800	11	85
1231700400	11	77
1231704000	11	73
1231707600	11	69
1231711200	11	65
1231714800	11	63
1231718400	12	62
1231722000	12	62
1231725600	12	60
1231729200	12	59
1231732800	12	60
1231736400	12	62
1231740000	12	65
1231743600	12	70
1231747200	12	77
1231750800	12	81
1231754400	12	84
1231758000	12	87
1231761600	12	89
1231765200	12	90
1231768800	12	91
1231772400	12	90
1231776000	12	88
1231779600	12	87
1231783200	12	87
1231786800	12	84
1231790400	12	78
1231794000	12	70
1231797600	12	63
1231801200	12	60
1231804800	13	59
1231808400	13	58
1231812000	13	56
1231815600	13	56
1231819200	13	57
1231822800	13	59
1231826400	13	64
1231830000	13	70
1231833600	13	78
1231837200	13	84
1231840800	13	86
1231844400	13	87
1231848000	13	84
1231851600	13	86
1231855200	13	88
1231858800	13	90
1231862400	13	91
1231866000	13	92
1231869600	13	91
1231873200	13	89
1231876800	13	84
1231880400	13	81
1231884000	13	77
1231887600	13	75
1231891200	14	72
1231894800	14	69
1231898400	14	67
1231902000	14	68
1231905600	14	70
1231909200	14	73
1231912800	14	78
1231916400	14	83
1231920000	14	91
1231923600	14	92
1231927200	14	92
1231930800	14	89
1231934400	14	89
1231938000	14	88
1231941600	14	89
1231945200	14	89
1231948800	14	89
1231952400	14	89
1231956000	14	90
1231959600	14	84
1231963200	14	72
1231966800	14	63
1231970400	14	59
1231974000	14	56
1231977600	15	55
1231981200	15	56
1231984800	15	58
1231988400	15	61
1231992000	15	62
1231995600	15	64
1231999200	15	68
1232002800	15	71
1232006400	15	77
1232010000	15	79
1232013600	15	79
1232017200	15	80
1232020800	15	81
1232024400	15	85
1232028000	15	89
1232031600	15	88
1232035200	15	87
1232038800	15	87
1232042400	15	88
1232046000	15	86
1232049600	15	84
1232053200	15	81
1232056800	15	76
1232060400	15	73
1232064000	16	70
1232067600	16	68
1232071200	16	68
1232074800	16	70
1232078400	16	71
1232082000	16	74
1232085600	16	77
1232089200	16	82
1232092800	16	92
1232096400	16	93
1232100000	16	94
1232103600	16	93
1232107200	16	93
1232110800	16	93
1232114400	16	93
1232118000	16	92
1232121600	16	92
1232125200	16	92
1232128800	16	92
1232132400	16	92
1232136000	16	92
1232139600	16	93
1232143200	16	94
1232146800	16	94
1232150400	17	93
1232154000	17	92
1232157600	17	91
1232161200	17	90
1232164800	17	89
1232168400	17	88
1232172000	17	87
1232175600	17	86
1232179200	17	86
1232182800	17	85
1232186400	17	85
1232190000	17	85
1232193600	17	85
1232197200	17	85
1232200800	17	84
1232204400	17	84
1232208000	17	84
1232211600	17	84
1232215200	17	86
1232218800	17	83
1232222400	17	83
1232226000	17	85
1232229600	17	86
1232233200	17	87
1232236800	18	88
1232240400	18	88
1232244000	18	88
1232247600	18	88
1232251200	18	87
1232254800	18	87
1232258400	18	87
1232262000	18	85
1232265600	18	89
1232269200	18	89
1232272800	18	89
1232276400	18	89
1232280000	18	88
1232283600	18	87
1232287200	18	86
1232290800	18	85
1232294400	18	85
1232298000	18	84
1232301600	18	84
1232305200	18	84
1232308800	18	83
1232312400	18	81
1232316000	18	76
1232319600	18	71
1232323200	19	69
1232326800	19	68
1232330400	19	67
1232334000	19	64
1232337600	19	68
1232341200	19	75
1232344800	19	81
1232348400	19	82
1232352000	19	83
1232355600	19	82
1232359200	19	83
1232362800	19	83
1232366400	19	84
1232370000	19	84
1232373600	19	83
1232377200	19	83
1232380800	19	81
1232384400	19	79
1232388000	19	78
1232391600	19	73
1232395200	19	65
1232398800	19	59
1232402400	19	57
1232406000	19	56
1232409600	20	58
1232413200	20	58
1232416800	20	61
1232420400	20	65
1232424000	20	65
1232427600	20	66
1232431200	20	68
1232434800	20	73
1232438400	20	80
1232442000	20	85
1232445600	20	86
1232449200	20	86
1232452800	20	87
1232456400	20	87
1232460000	20	88
1232463600	20	88
1232467200	20	87
1232470800	20	86
1232474400	20	85
1232478000	20	84
1232481600	20	83
1232485200	20	81
1232488800	20	78
1232492400	20	76
1232496000	21	75
1232499600	21	74
1232503200	21	72
1232506800	21	72
1232510400	21	74
1232514000	21	77
1232517600	21	79
1232521200	21	80
1232524800	21	88
1232528400	21	89
1232532000	21	90
1232535600	21	90
1232539200	21	90
1232542800	21	90
1232546400	21	91
1232550000	21	91
1232553600	21	91
1232557200	21	92
1232560800	21	91
1232564400	21	89
1232568000	21	86
1232571600	21	77
1232575200	21	75
1232578800	21	73
1232582400	22	73
1232586000	22	72
1232589600	22	70
1232593200	22	71
1232596800	22	73
1232600400	22	76
1232604000	22	80
1232607600	22	83
1232611200	22	90
1232614800	22	92
1232618400	22	92
1232622000	22	92
1232625600	22	91
1232629200	22	92
1232632800	22	92
1232636400	22	93
1232640000	22	93
1232643600	22	93
1232647200	22	91
1232650800	22	87
1232654400	22	82
1232658000	22	77
1232661600	22	74
1232665200	22	72
1232668800	23	71
1232672400	23	70
1232676000	23	69
1232679600	23	69
1232683200	23	70
1232686800	23	72
1232690400	23	75
1232694000	23	80
1232697600	23	89
1232701200	23	89
1232704800	23	90
1232708400	23	90
1232712000	23	89
1232715600	23	89
1232719200	23	90
1232722800	23	92
1232726400	23	92
1232730000	23	93
1232733600	23	93
1232737200	23	91
1232740800	23	86
1232744400	23	74
1232748000	23	69
1232751600	23	66
1232755200	24	65
1232758800	24	63
1232762400	24	63
1232766000	24	66
1232769600	24	69
1232773200	24	73
1232776800	24	78
1232780400	24	83
1232784000	24	91
1232787600	24	93
1232791200	24	93
1232794800	24	93
1232798400	24	90
1232802000	24	89
1232805600	24	90
1232809200	24	90
1232812800	24	90
1232816400	24	90
1232820000	24	91
1232823600	24	89
1232827200	24	87
1232830800	24	82
1232834400	24	71
1232838000	24	65
1232841600	25	62
1232845200	25	59
1232848800	25	59
1232852400	25	61
1232856000	25	65
1232859600	25	69
1232863200	25	74
1232866800	25	80
1232870400	25	90
1232874000	25	91
1232877600	25	91
1232881200	25	90
1232884800	25	92
1232888400	25	90
1232892000	25	90
1232895600	25	89
1232899200	25	90
1232902800	25	90
1232906400	25	89
1232910000	25	85
1232913600	25	81
1232917200	25	75
1232920800	25	74
1232924400	25	75
1232928000	26	78
1232931600	26	80
1232935200	26	76
1232938800	26	78
1232942400	26	79
1232946000	26	80
1232949600	26	82
1232953200	26	86
1232956800	26	94
1232960400	26	95
1232964000	26	95
1232967600	26	93
1232971200	26	92
1232974800	26	92
1232978400	26	93
1232982000	26	93
1232985600	26	93
1232989200	26	92
1232992800	26	89
1232996400	26	87
1.233e+09	26	79
1233003600	26	68
1233007200	26	64
1233010800	26	61
1233014400	27	59
1233018000	27	57
1233021600	27	55
1233025200	27	55
1233028800	27	56
1233032400	27	57
1233036000	27	59
1233039600	27	60
1233043200	27	62
1233046800	27	60
1233050400	27	61
1233054000	27	61
1233057600	27	64
1233061200	27	66
1233064800	27	71
1233068400	27	75
1233072000	27	77
1233075600	27	79
1233079200	27	78
1233082800	27	76
1233086400	27	70
1233090000	27	67
1233093600	27	68
1233097200	27	68
1233100800	28	68
1233104400	28	69
1233108000	28	70
1233111600	28	71
1233115200	28	70
1233118800	28	71
1233122400	28	72
1233126000	28	74
1233129600	28	85
1233133200	28	86
1233136800	28	87
1233140400	28	88
1233144000	28	88
1233147600	28	89
1233151200	28	90
1233154800	28	91
1233158400	28	92
1233162000	28	92
1233165600	28	92
1233169200	28	88
1233172800	28	80
1233176400	28	72
1233180000	28	68
1233183600	28	65
1233187200	29	62
1233190800	29	60
1233194400	29	61
1233198000	29	65
1233201600	29	68
1233205200	29	71
1233208800	29	77
1233212400	29	81
1233216000	29	84
1233219600	29	85
1233223200	29	86
1233226800	29	86
1233230400	29	87
1233234000	29	87
1233237600	29	89
1233241200	29	91
1233244800	29	92
1233248400	29	92
1233252000	29	93
1233255600	29	93
1233259200	29	93
1233262800	29	93
1233266400	29	92
1233270000	29	91
1233273600	30	88
1233277200	30	87
1233280800	30	82
1233284400	30	80
1233288000	30	84
1233291600	30	88
1233295200	30	92
1233298800	30	94
1233302400	30	95
1233306000	30	95
1233309600	30	95
1233313200	30	95
1233316800	30	96
1233320400	30	96
1233324000	30	96
1233327600	30	96
1233331200	30	96
1233334800	30	97
1233338400	30	98
1233342000	30	97
1233345600	30	96
1233349200	30	96
1233352800	30	96
1233356400	30	96
1233360000	31	95
1233363600	31	96
1233367200	31	92
1233370800	31	91
1233374400	31	90
1233378000	31	90
1233381600	31	91
1233385200	31	92
1233388800	31	95
1233392400	31	96
1233396000	31	96
1233399600	31	95
1233403200	31	96
1233406800	31	95
1233410400	31	95
1233414000	31	95
1233417600	31	94
1233421200	31	95
1233424800	31	96
1233428400	31	95
1233432000	31	95
1233435600	31	95
1233439200	31	95
1233446400	32	94
1233450000	32	94
1233453600	32	93
1233457200	32	93
1233460800	32	93
1233464400	32	91
1233468000	32	86
1233471600	32	83
1233475200	32	82
1233478800	32	79
1233482400	32	80
1233486000	32	81
1233489600	32	82
1233493200	32	82
1233496800	32	85
1233500400	32	86
1233504000	32	87
1233507600	32	87
1233511200	32	88
1233514800	32	80
1233518400	32	71
1233522000	32	66
1233525600	32	60
1233529200	32	56
1233532800	33	55
1233536400	33	57
1233540000	33	57
1233543600	33	59
1233547200	33	60
1233550800	33	62
1233554400	33	65
1233558000	33	70
1233561600	33	81
1233565200	33	85
1233568800	33	85
1233572400	33	86
1233576000	33	86
1233579600	33	87
1233583200	33	88
1233586800	33	89
1233590400	33	90
1233594000	33	90
1233597600	33	91
1233601200	33	86
1233604800	33	84
1233608400	33	76
1233612000	33	71
1233615600	33	68
1233619200	34	66
1233622800	34	66
1233626400	34	69
1233630000	34	74
1233633600	34	76
1233637200	34	79
1233640800	34	82
1233644400	34	83
1233648000	34	84
1233651600	34	83
1233655200	34	82
1233658800	34	84
1233662400	34	86
1233666000	34	87
1233669600	34	87
1233673200	34	87
1233676800	34	87
1233680400	34	88
1233684000	34	90
1233687600	34	88
1233691200	34	88
1233694800	34	86
1233698400	34	82
