Unix	jday	rh
946684800	1	92
946688400	1	93
946692000	1	93
946695600	1	93
946699200	1	93
946702800	1	93
946706400	1	94
946710000	1	94
946713600	1	94
946717200	1	94
946720800	1	94
946724400	1	94
946728000	1	94
946731600	1	94
946735200	1	94
946738800	1	94
946742400	1	94
946746000	1	94
946749600	1	94
946753200	1	94
946756800	1	94
946760400	1	93
946764000	1	92
946767600	1	91
946771200	2	86
946774800	2	80
946778400	2	79
946782000	2	82
946785600	2	81
946789200	2	83
946792800	2	85
946796400	2	90
946800000	2	92
946803600	2	93
946807200	2	93
946810800	2	93
946814400	2	93
946818000	2	93
946821600	2	94
946825200	2	94
946828800	2	93
946832400	2	93
946836000	2	92
946839600	2	92
946843200	2	92
946846800	2	91
946850400	2	90
946854000	2	90
946857600	3	89
946861200	3	87
946864800	3	84
946868400	3	83
946872000	3	82
946875600	3	80
946879200	3	76
946882800	3	78
946886400	3	81
946890000	3	80
946893600	3	79
946897200	3	78
946900800	3	78
946904400	3	76
946908000	3	76
946911600	3	76
946915200	3	76
946918800	3	75
946922400	3	81
946926000	3	70
946929600	3	70
946933200	3	70
946936800	3	66
946940400	3	63
946944000	4	63
946947600	4	63
946951200	4	63
946954800	4	63
946958400	4	61
946962000	4	61
946965600	4	63
946969200	4	66
946972800	4	75
946976400	4	76
946980000	4	77
946983600	4	77
946987200	4	83
946990800	4	78
946994400	4	78
946998000	4	78
947001600	4	79
947005200	4	79
947008800	4	76
947012400	4	70
947016000	4	63
947019600	4	60
947023200	4	61
947026800	4	62
947030400	5	63
947034000	5	64
947037600	5	64
947041200	5	65
947044800	5	67
947048400	5	69
947052000	5	72
947055600	5	77
947059200	5	87
947062800	5	92
947066400	5	92
947070000	5	93
947073600	5	94
947077200	5	95
947080800	5	94
947084400	5	93
947088000	5	91
947091600	5	91
947095200	5	90
947098800	5	87
947102400	5	77
947106000	5	66
947109600	5	64
947113200	5	63
947116800	6	62
947120400	6	61
947124000	6	62
947127600	6	64
947131200	6	67
947134800	6	71
947138400	6	77
947142000	6	83
947145600	6	87
947149200	6	88
947152800	6	88
947156400	6	89
947160000	6	90
947163600	6	90
947167200	6	90
947170800	6	90
947174400	6	89
947178000	6	88
947181600	6	86
947185200	6	82
947188800	6	77
947192400	6	71
947196000	6	65
947199600	6	62
947203200	7	58
947206800	7	56
947210400	7	57
947214000	7	58
947217600	7	61
947221200	7	64
947224800	7	69
947228400	7	75
947232000	7	82
947235600	7	89
947239200	7	91
947242800	7	91
947246400	7	92
947250000	7	91
947253600	7	90
947257200	7	90
947260800	7	90
947264400	7	90
947268000	7	88
947271600	7	81
947275200	7	73
947278800	7	67
947282400	7	63
947286000	7	60
947289600	8	57
947293200	8	54
947296800	8	54
947300400	8	55
947304000	8	56
947307600	8	59
947311200	8	62
947314800	8	68
947318400	8	75
947322000	8	71
947325600	8	68
947329200	8	68
947332800	8	69
947336400	8	69
947340000	8	69
947343600	8	70
947347200	8	70
947350800	8	71
947354400	8	72
947358000	8	69
947361600	8	64
947365200	8	60
947368800	8	59
947372400	8	59
947376000	9	57
947379600	9	55
947383200	9	54
947386800	9	56
947390400	9	58
947394000	9	62
947397600	9	66
947401200	9	70
947404800	9	77
947408400	9	80
947412000	9	83
947415600	9	85
947419200	9	85
947422800	9	83
947426400	9	82
947430000	9	81
947433600	9	80
947437200	9	79
947440800	9	76
947444400	9	69
947448000	9	61
947451600	9	55
947455200	9	56
