Unix	jday	rh
788918400	1	69
788922000	1	69
788925600	1	70
788929200	1	70
788932800	1	71
788936400	1	72
788940000	1	74
788943600	1	76
788947200	1	79
788950800	1	79
788954400	1	80
788958000	1	81
788961600	1	82
788965200	1	83
788968800	1	85
788972400	1	86
788976000	1	86
788979600	1	87
788983200	1	86
788986800	1	86
788990400	1	85
788994000	1	84
788997600	1	83
789001200	1	81
789004800	2	78
789008400	2	77
789012000	2	76
789015600	2	77
789019200	2	77
789022800	2	78
789026400	2	82
789030000	2	88
789033600	2	91
789037200	2	90
789040800	2	89
789044400	2	87
789048000	2	86
789051600	2	86
789055200	2	85
789058800	2	82
789062400	2	80
789066000	2	78
789069600	2	77
789073200	2	75
789076800	2	71
789080400	2	68
789084000	2	65
789087600	2	62
789091200	3	61
789094800	3	66
789098400	3	66
789102000	3	65
789105600	3	64
789109200	3	64
789112800	3	67
789116400	3	69
789120000	3	73
789123600	3	77
789127200	3	78
789130800	3	80
789134400	3	83
789138000	3	83
789141600	3	83
789145200	3	82
789148800	3	81
789152400	3	79
789156000	3	76
789159600	3	72
789163200	3	69
789166800	3	68
789170400	3	68
789174000	3	70
789177600	4	70
789181200	4	70
789184800	4	70
789188400	4	70
789192000	4	71
789195600	4	72
789199200	4	75
789202800	4	77
789206400	4	80
789210000	4	82
789213600	4	83
789217200	4	84
789220800	4	84
789224400	4	85
789228000	4	85
789231600	4	85
789235200	4	84
789238800	4	84
789242400	4	85
789246000	4	85
789249600	4	85
789253200	4	83
789256800	4	80
789260400	4	77
789264000	5	73
789267600	5	71
789271200	5	70
789274800	5	71
789278400	5	72
789282000	5	74
789285600	5	75
789289200	5	77
789292800	5	80
789296400	5	83
789300000	5	84
789303600	5	86
789307200	5	86
789310800	5	87
789314400	5	88
789318000	5	89
789321600	5	88
789325200	5	88
789328800	5	87
789332400	5	88
789336000	5	88
789339600	5	87
789343200	5	86
789346800	5	86
789350400	6	85
789354000	6	84
789357600	6	81
789361200	6	80
789364800	6	82
789368400	6	82
789372000	6	83
789375600	6	84
789379200	6	83
789382800	6	82
789386400	6	82
789390000	6	81
789393600	6	82
789397200	6	84
789400800	6	86
789404400	6	87
789408000	6	88
789411600	6	88
789415200	6	87
789418800	6	86
789422400	6	86
789426000	6	86
789429600	6	85
789433200	6	84
789436800	7	83
789440400	7	83
789444000	7	83
789447600	7	83
789451200	7	83
789454800	7	84
789458400	7	84
789462000	7	84
789465600	7	84
789469200	7	84
789472800	7	85
789476400	7	86
789480000	7	87
789483600	7	88
789487200	7	87
789490800	7	87
789494400	7	87
789498000	7	88
789501600	7	90
789505200	7	92
789508800	7	94
789512400	7	94
789516000	7	94
789519600	7	94
789523200	8	92
789526800	8	92
789530400	8	92
789534000	8	92
789537600	8	92
789541200	8	91
789544800	8	91
789548400	8	91
789552000	8	91
789555600	8	91
789559200	8	91
789562800	8	91
789566400	8	90
789570000	8	90
789573600	8	90
789577200	8	90
789580800	8	89
789584400	8	89
789588000	8	87
789591600	8	86
789595200	8	84
789598800	8	78
789602400	8	73
789606000	8	70
789609600	9	66
789613200	9	64
789616800	9	64
789620400	9	64
789624000	9	66
789627600	9	67
789631200	9	70
789634800	9	72
789638400	9	77
789642000	9	77
789645600	9	78
789649200	9	79
789652800	9	79
789656400	9	81
789660000	9	83
789663600	9	84
789667200	9	84
789670800	9	84
789674400	9	84
789678000	9	83
789681600	9	82
789685200	9	81
789688800	9	79
789692400	9	81
789696000	10	80
789699600	10	81
789703200	10	81
789706800	10	82
789710400	10	82
789714000	10	81
789717600	10	82
789721200	10	81
789724800	10	81
789728400	10	84
789732000	10	85
789735600	10	86
789739200	10	87
789742800	10	86
789746400	10	86
789750000	10	86
789753600	10	87
789757200	10	88
789760800	10	89
789764400	10	88
789768000	10	82
789771600	10	76
789775200	10	66
789778800	10	65
789782400	11	64
789786000	11	66
789789600	11	65
789793200	11	67
789796800	11	69
