Unix	jday	rh
662688000	1	72
662691600	1	74
662695200	1	78
662698800	1	82
662702400	1	85
662706000	1	89
662709600	1	90
662713200	1	91
662716800	1	91
662720400	1	91
662724000	1	92
662727600	1	94
662731200	1	92
662734800	1	90
662738400	1	91
662742000	1	92
662745600	1	92
662749200	1	91
662752800	1	89
662756400	1	85
662760000	1	75
662763600	1	60
662767200	1	52
662770800	1	47
662774400	2	46
662778000	2	46
662781600	2	47
662785200	2	49
662788800	2	52
662792400	2	56
662796000	2	61
662799600	2	67
662803200	2	73
662806800	2	73
662810400	2	74
662814000	2	74
662817600	2	72
662821200	2	72
662824800	2	71
662828400	2	71
662832000	2	72
662835600	2	73
662839200	2	71
662842800	2	67
662846400	2	58
662850000	2	50
662853600	2	50
662857200	2	51
662860800	3	53
662864400	3	55
662868000	3	56
662871600	3	56
662875200	3	57
662878800	3	59
662882400	3	62
662886000	3	66
662889600	3	73
662893200	3	78
662896800	3	81
662900400	3	84
662904000	3	88
662907600	3	90
662911200	3	90
662914800	3	89
662918400	3	88
662922000	3	88
662925600	3	88
662929200	3	86
662932800	3	82
662936400	3	74
662940000	3	68
662943600	3	65
662947200	4	61
662950800	4	60
662954400	4	58
662958000	4	57
662961600	4	58
662965200	4	61
662968800	4	67
662972400	4	73
662976000	4	81
662979600	4	88
662983200	4	90
662986800	4	92
662990400	4	90
662994000	4	90
662997600	4	90
663001200	4	91
663004800	4	91
663008400	4	91
663012000	4	90
663015600	4	88
663019200	4	83
663022800	4	79
663026400	4	73
663030000	4	69
663033600	5	66
663037200	5	65
663040800	5	65
663044400	5	67
663048000	5	71
663051600	5	75
663055200	5	80
663058800	5	85
663062400	5	90
663066000	5	93
663069600	5	93
663073200	5	94
663076800	5	95
663080400	5	93
663084000	5	93
663087600	5	93
663091200	5	92
663094800	5	92
663098400	5	94
663102000	5	92
663105600	5	92
663109200	5	91
663112800	5	90
663116400	5	90
663120000	6	89
663123600	6	88
663127200	6	90
663130800	6	94
663134400	6	96
663138000	6	96
663141600	6	96
663145200	6	95
663148800	6	95
663152400	6	96
663156000	6	96
663159600	6	96
663163200	6	95
663166800	6	95
663170400	6	95
663174000	6	95
663177600	6	94
663181200	6	94
663184800	6	93
663188400	6	93
663192000	6	94
663195600	6	94
663199200	6	94
663202800	6	94
663206400	7	94
663210000	7	94
663213600	7	94
663217200	7	95
663220800	7	94
663224400	7	94
663228000	7	94
663231600	7	93
663235200	7	93
663238800	7	91
663242400	7	90
663246000	7	89
663249600	7	88
663253200	7	87
663256800	7	85
663260400	7	84
663264000	7	83
663267600	7	83
663271200	7	85
663274800	7	82
663278400	7	78
663282000	7	77
663285600	7	85
663289200	7	89
663292800	8	89
663296400	8	86
663300000	8	85
663303600	8	85
663307200	8	86
663310800	8	88
663314400	8	89
663318000	8	90
663321600	8	89
663325200	8	88
663328800	8	88
663332400	8	87
663336000	8	87
663339600	8	87
663343200	8	87
663346800	8	88
663350400	8	89
663354000	8	90
663357600	8	91
663361200	8	88
663364800	8	85
663368400	8	79
663372000	8	70
663375600	8	65
663379200	9	59
663382800	9	55
663386400	9	53
663390000	9	53
663393600	9	54
663397200	9	56
663400800	9	60
663404400	9	64
663408000	9	70
663411600	9	73
663415200	9	77
663418800	9	79
663422400	9	77
663426000	9	77
663429600	9	78
663433200	9	78
663436800	9	78
663440400	9	78
663444000	9	78
663447600	9	73
663451200	9	68
663454800	9	63
663458400	9	60
663462000	9	59
663465600	10	58
663469200	10	57
663472800	10	55
663476400	10	54
663480000	10	54
663483600	10	55
663487200	10	60
663490800	10	66
663494400	10	75
663498000	10	83
663501600	10	87
663505200	10	90
663508800	10	89
663512400	10	88
663516000	10	88
663519600	10	87
663523200	10	87
663526800	10	87
663530400	10	86
663534000	10	83
663537600	10	80
663541200	10	76
663544800	10	72
663548400	10	69
663552000	11	66
663555600	11	65
663559200	11	65
663562800	11	66
663566400	11	67
663570000	11	69
663573600	11	72
663577200	11	76
663580800	11	83
663584400	11	89
663588000	11	90
663591600	11	91
663595200	11	92
663598800	11	92
663602400	11	93
663606000	11	93
663609600	11	92
663613200	11	92
663616800	11	90
663620400	11	85
663624000	11	79
663627600	11	76
663631200	11	74
663634800	11	72
663638400	12	72
663642000	12	72
663645600	12	70
663649200	12	70
663652800	12	71
663656400	12	73
663660000	12	76
663663600	12	80
663667200	12	86
663670800	12	91
663674400	12	87
663678000	12	87
663681600	12	87
663685200	12	87
663688800	12	87
663692400	12	87
663696000	12	88
663699600	12	88
663703200	12	88
663706800	12	86
663710400	12	79
663714000	12	76
663717600	12	75
663721200	12	76
663724800	13	76
663728400	13	74
663732000	13	68
663735600	13	67
663739200	13	69
663742800	13	72
663746400	13	77
663750000	13	81
663753600	13	91
663757200	13	93
663760800	13	93
663764400	13	93
663768000	13	93
663771600	13	92
663775200	13	89
663778800	13	89
663782400	13	90
663786000	13	91
663789600	13	92
663793200	13	92
663796800	13	92
663800400	13	91
663804000	13	87
663807600	13	82
663811200	14	75
663814800	14	73
663818400	14	73
663822000	14	77
663825600	14	78
663829200	14	81
663832800	14	85
663836400	14	88
663840000	14	92
663843600	14	94
663847200	14	95
663850800	14	95
663854400	14	94
663858000	14	95
663861600	14	95
663865200	14	95
663868800	14	95
663872400	14	95
663876000	14	94
663879600	14	93
663883200	14	93
663886800	14	93
663890400	14	92
663894000	14	92
663897600	15	91
663901200	15	90
663904800	15	89
663908400	15	89
663912000	15	89
663915600	15	88
663919200	15	89
663922800	15	88
663926400	15	89
663930000	15	89
663933600	15	89
663937200	15	89
663940800	15	89
663944400	15	90
663948000	15	91
663951600	15	92
663955200	15	93
663958800	15	94
663962400	15	94
663966000	15	93
663969600	15	91
663973200	15	89
663976800	15	85
663980400	15	82
663984000	16	87
663987600	16	91
663991200	16	90
663994800	16	88
663998400	16	88
664002000	16	88
664005600	16	88
664009200	16	88
664012800	16	89
664016400	16	90
664020000	16	90
664023600	16	90
664027200	16	91
664030800	16	91
664034400	16	90
664038000	16	90
664041600	16	90
664045200	16	90
664048800	16	92
664052400	16	87
664056000	16	84
664059600	16	79
664063200	16	73
