Unix	jday	rh
1199145600	1	64
1199149200	1	64
1199152800	1	63
1199156400	1	64
1199160000	1	65
1199163600	1	66
1199167200	1	67
1199170800	1	70
1199174400	1	75
1199178000	1	77
1199181600	1	75
1199185200	1	72
1199188800	1	68
1199192400	1	65
1199196000	1	62
1199199600	1	61
1199203200	1	63
1199206800	1	66
1199210400	1	71
1199214000	1	71
1199217600	1	69
1199221200	1	68
1199224800	1	67
1199228400	1	66
1199232000	2	66
1199235600	2	65
1199239200	2	64
1199242800	2	66
1199246400	2	68
1199250000	2	71
1199253600	2	73
1199257200	2	77
1199260800	2	85
1199264400	2	91
1199268000	2	92
1199271600	2	92
1199275200	2	92
1199278800	2	91
1199282400	2	91
1199286000	2	91
1199289600	2	91
1199293200	2	91
1199296800	2	91
1199300400	2	91
1199304000	2	91
1199307600	2	91
1199311200	2	91
1199314800	2	91
1199318400	3	91
1199322000	3	90
1199325600	3	89
1199329200	3	88
1199332800	3	88
1199336400	3	88
1199340000	3	89
1199343600	3	90
1199347200	3	91
1199350800	3	91
1199354400	3	90
1199358000	3	89
1199361600	3	88
1199365200	3	89
1199368800	3	89
1199372400	3	88
1199376000	3	87
1199379600	3	87
1199383200	3	88
1199386800	3	83
1199390400	3	76
1199394000	3	64
1199397600	3	59
1199401200	3	58
1199404800	4	54
1199408400	4	52
1199412000	4	53
1199415600	4	55
1199419200	4	59
1199422800	4	63
1199426400	4	68
1199430000	4	72
1199433600	4	79
1199437200	4	84
1199440800	4	85
1199444400	4	84
1199448000	4	83
1199451600	4	82
1199455200	4	82
1199458800	4	82
1199462400	4	83
1199466000	4	84
1199469600	4	81
1199473200	4	76
1199476800	4	67
1199480400	4	62
1199484000	4	63
1199487600	4	63
1199491200	5	62
1199494800	5	64
1199498400	5	65
1199502000	5	67
1199505600	5	69
1199509200	5	72
1199512800	5	75
1199516400	5	79
1199520000	5	89
1199523600	5	91
1199527200	5	92
1199530800	5	91
1199534400	5	91
1199538000	5	91
1199541600	5	92
1199545200	5	91
1199548800	5	91
1199552400	5	90
1199556000	5	88
1199559600	5	85
1199563200	5	80
1199566800	5	76
1199570400	5	70
1199574000	5	67
1199577600	6	65
1199581200	6	63
1199584800	6	62
1199588400	6	62
1199592000	6	69
1199595600	6	78
1199599200	6	87
1199602800	6	90
1199606400	6	91
1199610000	6	92
1199613600	6	91
1199617200	6	91
1199620800	6	91
1199624400	6	92
1199628000	6	93
1199631600	6	94
1199635200	6	94
1199638800	6	95
1199642400	6	95
1199646000	6	95
1199649600	6	96
1199653200	6	96
1199656800	6	96
1199660400	6	96
1199664000	7	96
1199667600	7	96
1199671200	7	97
1199674800	7	97
1199678400	7	97
1199682000	7	98
1199685600	7	98
1199689200	7	97
1199692800	7	98
1199696400	7	98
1199700000	7	98
1199703600	7	98
1199707200	7	97
1199710800	7	98
1199714400	7	98
1199718000	7	98
1199721600	7	98
1199725200	7	98
1199728800	7	98
1199732400	7	98
1199736000	7	98
1199739600	7	98
1199743200	7	98
1199746800	7	97
1199750400	8	95
1199754000	8	92
1199757600	8	86
1199761200	8	76
1199764800	8	69
1199768400	8	65
1199772000	8	64
1199775600	8	67
1199779200	8	74
1199782800	8	79
1199786400	8	83
1199790000	8	85
1199793600	8	86
1199797200	8	86
1199800800	8	87
1199804400	8	88
1199808000	8	89
1199811600	8	90
1199815200	8	90
1199818800	8	89
1199822400	8	83
1199826000	8	67
1199829600	8	60
1199833200	8	59
1199836800	9	61
1199840400	9	60
1199844000	9	60
1199847600	9	62
1199851200	9	62
1199854800	9	64
1199858400	9	69
1199862000	9	75
1199865600	9	83
1199869200	9	89
1199872800	9	90
1199876400	9	91
1199880000	9	90
1199883600	9	87
1199887200	9	86
1199890800	9	84
1199894400	9	83
1199898000	9	82
1199901600	9	82
1199905200	9	78
1199908800	9	71
1199912400	9	67
1199916000	9	63
1199919600	9	60
1199923200	10	59
1199926800	10	57
1199930400	10	58
1199934000	10	61
1199937600	10	66
1199941200	10	70
1199944800	10	76
1199948400	10	80
1199952000	10	86
1199955600	10	92
1199959200	10	92
1199962800	10	90
1199966400	10	89
1199970000	10	86
1199973600	10	81
1199977200	10	82
1199980800	10	83
1199984400	10	84
1199988000	10	85
1199991600	10	85
1199995200	10	85
1199998800	10	85
1200002400	10	83
1200006000	10	84
1200009600	11	85
1200013200	11	85
1200016800	11	84
1200020400	11	85
1200024000	11	86
1200027600	11	85
1200031200	11	86
1200034800	11	87
1200038400	11	92
1200042000	11	92
1200045600	11	93
1200049200	11	93
1200052800	11	93
1200056400	11	93
1200060000	11	93
1200063600	11	93
1200067200	11	94
1200070800	11	95
1200074400	11	95
1200078000	11	90
1200081600	11	83
1200085200	11	77
1200088800	11	71
1200092400	11	69
1200096000	12	71
1200099600	12	75
1200103200	12	81
1200106800	12	87
1200110400	12	91
1200114000	12	92
1200117600	12	93
1200121200	12	93
1200124800	12	93
1200128400	12	94
1200132000	12	94
1200135600	12	94
1200139200	12	95
1200142800	12	94
1200146400	12	95
1200150000	12	95
1200153600	12	95
1200157200	12	95
1200160800	12	94
1200164400	12	94
1200168000	12	94
1200171600	12	94
1200175200	12	95
1200178800	12	94
1200182400	13	93
1200186000	13	94
1200189600	13	95
1200193200	13	96
1200196800	13	95
1200200400	13	94
1200204000	13	94
1200207600	13	93
1200211200	13	93
1200214800	13	92
1200218400	13	92
1200222000	13	91
1200225600	13	91
1200229200	13	91
1200232800	13	90
1200236400	13	90
1200240000	13	89
1200243600	13	89
1200247200	13	89
1200250800	13	89
1200254400	13	88
1200258000	13	86
1200261600	13	84
1200265200	13	83
1200268800	14	84
1200272400	14	88
1200276000	14	90
1200279600	14	92
1200283200	14	92
1200286800	14	92
1200290400	14	92
1200294000	14	92
1200297600	14	92
1200301200	14	92
1200304800	14	92
1200308400	14	93
1200312000	14	95
1200315600	14	96
1200319200	14	97
1200322800	14	97
1200326400	14	96
1200330000	14	95
1200333600	14	94
1200337200	14	91
1200340800	14	87
1200344400	14	78
1200348000	14	67
1200351600	14	60
1200355200	15	55
1200358800	15	54
1200362400	15	54
1200366000	15	55
1200369600	15	56
1200373200	15	59
1200376800	15	62
1200380400	15	68
1200384000	15	76
1200387600	15	81
1200391200	15	83
1200394800	15	84
1200398400	15	86
1200402000	15	87
1200405600	15	87
1200409200	15	87
1200412800	15	87
1200416400	15	86
1200420000	15	85
1200423600	15	75
1200427200	15	69
1200430800	15	63
1200434400	15	61
1200438000	15	59
1200441600	16	59
1200445200	16	58
1200448800	16	59
1200452400	16	61
1200456000	16	63
1200459600	16	66
1200463200	16	71
1200466800	16	77
1200470400	16	88
1200474000	16	89
1200477600	16	88
1200481200	16	87
1200484800	16	88
1200488400	16	87
1200492000	16	86
1200495600	16	86
1200499200	16	86
1200502800	16	86
1200506400	16	86
1200510000	16	78
1200513600	16	70
1200517200	16	63
1200520800	16	62
1200524400	16	64
1200528000	17	72
1200531600	17	80
1200535200	17	91
1200538800	17	94
1200542400	17	94
1200546000	17	93
1200549600	17	90
1200553200	17	90
1200556800	17	89
1200560400	17	86
1200564000	17	85
1200567600	17	84
1200571200	17	86
1200574800	17	86
1200578400	17	86
1200582000	17	86
1200585600	17	86
1200589200	17	85
1200592800	17	85
1200596400	17	81
1200600000	17	76
1200603600	17	66
1200607200	17	57
1200610800	17	55
1200614400	18	53
1200618000	18	51
1200621600	18	51
1200625200	18	53
1200628800	18	56
1200632400	18	59
1200636000	18	63
1200639600	18	69
1200643200	18	72
1200646800	18	74
1200650400	18	74
1200654000	18	74
1200657600	18	73
1200661200	18	73
1200664800	18	73
1200668400	18	75
1200672000	18	76
1200675600	18	76
1200679200	18	76
1200682800	18	72
1200686400	18	65
1200690000	18	54
1200693600	18	49
1200697200	18	49
1200700800	19	43
1200704400	19	45
1200708000	19	47
1200711600	19	52
1200715200	19	57
1200718800	19	63
1200722400	19	72
1200726000	19	76
1200729600	19	83
1200733200	19	87
1200736800	19	86
1200740400	19	80
1200744000	19	72
1200747600	19	68
1200751200	19	64
1200754800	19	61
1200758400	19	58
1200762000	19	56
1200765600	19	56
1200769200	19	53
1200772800	19	49
1200776400	19	43
1200780000	19	46
1200783600	19	42
1200787200	20	43
1200790800	20	46
1200794400	20	50
1200798000	20	56
1200801600	20	62
1200805200	20	68
1200808800	20	76
1200812400	20	80
1200816000	20	91
1200819600	20	92
1200823200	20	91
1200826800	20	89
1200830400	20	88
1200834000	20	87
1200837600	20	85
1200841200	20	84
1200844800	20	83
1200848400	20	80
1200852000	20	78
1200855600	20	73
1200859200	20	69
1200862800	20	62
1200866400	20	59
1200870000	20	59
1200873600	21	62
1200877200	21	65
1200880800	21	68
1200884400	21	66
1200888000	21	67
1200891600	21	69
1200895200	21	79
1200898800	21	88
1200902400	21	91
1200906000	21	91
1200909600	21	90
1200913200	21	90
1200916800	21	89
1200920400	21	89
1200924000	21	89
1200927600	21	89
1200931200	21	91
1200934800	21	91
1200938400	21	90
1200942000	21	90
1200945600	21	90
1200949200	21	91
1200952800	21	92
1200956400	21	92
1200960000	22	91
1200963600	22	94
1200967200	22	95
1200970800	22	95
1200974400	22	95
1200978000	22	95
1200981600	22	93
1200985200	22	92
1200988800	22	91
1200992400	22	90
1200996000	22	90
1200999600	22	89
1201003200	22	90
1201006800	22	90
1201010400	22	89
1201014000	22	88
1201017600	22	88
1201021200	22	87
1201024800	22	87
1201028400	22	83
1201032000	22	78
1201035600	22	71
1201039200	22	68
1201042800	22	67
1201046400	23	68
1201050000	23	69
1201053600	23	67
1201057200	23	66
1201060800	23	66
1201064400	23	67
1201068000	23	68
1201071600	23	71
1201075200	23	76
1201078800	23	77
1201082400	23	78
1201086000	23	78
1201089600	23	80
1201093200	23	81
1201096800	23	83
1201100400	23	85
1201104000	23	86
1201107600	23	87
1201111200	23	87
1201114800	23	81
1201118400	23	72
1201122000	23	64
1201125600	23	60
1201129200	23	59
1201132800	24	58
1201136400	24	58
1201140000	24	60
1201143600	24	63
1201147200	24	65
1201150800	24	68
1201154400	24	72
1201158000	24	74
1201161600	24	79
1201165200	24	82
1201168800	24	82
1201172400	24	82
1201176000	24	83
1201179600	24	81
1201183200	24	79
1201186800	24	77
1201190400	24	76
1201194000	24	75
1201197600	24	75
1201201200	24	72
1201204800	24	69
1201208400	24	64
1201212000	24	62
1201215600	24	61
1201219200	25	61
1201222800	25	59
1201226400	25	58
1201230000	25	58
1201233600	25	58
1201237200	25	60
1201240800	25	64
1201244400	25	71
1201248000	25	74
1201251600	25	74
1201255200	25	76
1201258800	25	80
1201262400	25	82
1201266000	25	82
1201269600	25	82
1201273200	25	82
1201276800	25	83
1201280400	25	84
1201284000	25	83
1201287600	25	79
1201291200	25	73
1201294800	25	70
1201298400	25	65
1201302000	25	63
1201305600	26	62
1201309200	26	67
1201312800	26	69
1201316400	26	75
1201320000	26	77
1201323600	26	77
1201327200	26	82
1201330800	26	83
1201334400	26	85
1201338000	26	86
1201341600	26	87
1201345200	26	87
1201348800	26	88
1201352400	26	87
1201356000	26	87
1201359600	26	87
1201363200	26	88
1201366800	26	88
1201370400	26	88
1201374000	26	86
1201377600	26	82
1201381200	26	69
1201384800	26	59
1201388400	26	55
1201392000	27	47
1201395600	27	50
1201399200	27	53
1201402800	27	56
1201406400	27	60
1201410000	27	65
1201413600	27	71
1201417200	27	76
1201420800	27	82
1201424400	27	88
1201428000	27	90
1201431600	27	91
1201435200	27	91
1201438800	27	92
1201442400	27	92
1201446000	27	92
1201449600	27	91
1201453200	27	90
1201456800	27	91
1201460400	27	86
1201464000	27	85
1201467600	27	83
1201471200	27	77
1201474800	27	70
1201478400	28	66
1201482000	28	63
1201485600	28	63
1201489200	28	64
1201492800	28	67
1201496400	28	71
1201500000	28	77
1201503600	28	82
1201507200	28	86
1201510800	28	88
1201514400	28	89
1201518000	28	89
1201521600	28	89
1201525200	28	90
1201528800	28	90
1201532400	28	90
1201536000	28	90
1201539600	28	90
1201543200	28	90
1201546800	28	89
1201550400	28	88
1201554000	28	88
1201557600	28	81
1201561200	28	69
1201564800	29	66
1201568400	29	65
1201572000	29	66
1201575600	29	67
1201579200	29	68
1201582800	29	70
1201586400	29	73
1201590000	29	78
1201593600	29	88
1201597200	29	89
1201600800	29	89
1201604400	29	90
1201608000	29	89
1201611600	29	90
1201615200	29	89
1201618800	29	89
1201622400	29	89
1201626000	29	90
1201629600	29	91
1201633200	29	86
1201636800	29	82
1201640400	29	70
1201644000	29	61
1201647600	29	57
1201651200	30	58
1201654800	30	59
1201658400	30	61
1201662000	30	63
1201665600	30	67
1201669200	30	70
1201672800	30	74
1201676400	30	77
1201680000	30	78
1201683600	30	79
1201687200	30	79
1201690800	30	79
1201694400	30	84
1201698000	30	84
1201701600	30	84
1201705200	30	84
1201708800	30	84
1201712400	30	84
1201716000	30	83
1201719600	30	80
1201723200	30	79
1201726800	30	77
1201730400	30	76
1201734000	30	75
1201737600	31	71
1201741200	31	72
1201744800	31	71
1201748400	31	69
1201752000	31	69
1201755600	31	71
1201759200	31	76
1201762800	31	79
1201766400	31	88
1201770000	31	89
1201773600	31	89
1201777200	31	87
1201780800	31	87
1201784400	31	88
1201788000	31	88
1201791600	31	88
1201795200	31	89
1201798800	31	89
1201802400	31	88
1201806000	31	86
1201809600	31	83
1201813200	31	81
1201816800	31	80
1201824000	32	73
1201827600	32	70
1201831200	32	66
1201834800	32	67
1201838400	32	69
1201842000	32	73
1201845600	32	80
1201849200	32	82
1201852800	32	90
1201856400	32	91
1201860000	32	92
1201863600	32	92
1201867200	32	90
1201870800	32	91
1201874400	32	90
1201878000	32	90
1201881600	32	89
1201885200	32	89
1201888800	32	89
1201892400	32	89
1201896000	32	90
1201899600	32	90
1201903200	32	89
1201906800	32	89
1201910400	33	87
1201914000	33	86
1201917600	33	86
1201921200	33	87
1201924800	33	88
1201928400	33	89
1201932000	33	89
1201935600	33	90
1201939200	33	91
1201942800	33	92
1201946400	33	92
1201950000	33	93
1201953600	33	92
1201957200	33	93
1201960800	33	92
1201964400	33	92
1201968000	33	93
1201971600	33	93
1201975200	33	91
1201978800	33	92
1201982400	33	91
1201986000	33	91
1201989600	33	91
1201993200	33	91
1201996800	34	91
1202000400	34	89
1202004000	34	89
1202007600	34	92
1202011200	34	93
1202014800	34	93
1202018400	34	93
1202022000	34	94
1202025600	34	93
1202029200	34	93
1202032800	34	93
1202036400	34	93
1202040000	34	93
1202043600	34	92
1202047200	34	92
1202050800	34	92
1202054400	34	92
1202058000	34	92
1202061600	34	92
1202065200	34	91
1202068800	34	92
1202072400	34	92
1202076000	34	90
1202079600	34	90
1202083200	35	90
1202086800	35	90
1202090400	35	89
1202094000	35	87
1202097600	35	85
1202101200	35	81
1202104800	35	76
1202108400	35	72
1202112000	35	68
1202115600	35	67
1202119200	35	67
1202122800	35	68
1202126400	35	67
1202130000	35	68
1202133600	35	68
1202137200	35	67
1202140800	35	68
1202144400	35	68
1202148000	35	70
1202151600	35	69
1202155200	35	62
1202158800	35	55
1202162400	35	48
1202166000	35	42
1202169600	36	40
1202173200	36	41
1202176800	36	43
1202180400	36	46
1202184000	36	49
1202187600	36	53
1202191200	36	59
1202194800	36	66
1202198400	36	71
1202202000	36	74
1202205600	36	77
1202209200	36	81
1202212800	36	80
1202216400	36	77
1202220000	36	77
1202223600	36	77
1202227200	36	77
1202230800	36	76
1202234400	36	73
1202238000	36	68
1202241600	36	61
1202245200	36	56
1202248800	36	57
1202252400	36	58
1202256000	37	59
1202259600	37	60
1202263200	37	61
1202266800	37	62
1202270400	37	65
1202274000	37	68
1202277600	37	72
1202281200	37	76
1202284800	37	82
1202288400	37	86
1202292000	37	87
1202295600	37	88
1202299200	37	88
1202302800	37	89
1202306400	37	90
1202310000	37	91
1202313600	37	92
1202317200	37	92
1202320800	37	91
1202324400	37	84
1202328000	37	75
1202331600	37	70
1202335200	37	67
1202338800	37	64
1202342400	38	65
1202346000	38	66
1202349600	38	67
1202353200	38	69
1202356800	38	73
1202360400	38	77
1202364000	38	83
1202367600	38	87
1202371200	38	92
1202374800	38	93
1202378400	38	92
1202382000	38	91
1202385600	38	91
1202389200	38	91
1202392800	38	90
1202396400	38	89
1202400000	38	89
1202403600	38	89
1202407200	38	88
1202410800	38	85
1202414400	38	80
1202418000	38	70
1202421600	38	59
1202425200	38	55
1202428800	39	54
1202432400	39	52
1202436000	39	51
1202439600	39	52
1202443200	39	54
1202446800	39	57
1202450400	39	63
1202454000	39	71
1202457600	39	83
1202461200	39	83
1202464800	39	83
1202468400	39	82
1202472000	39	83
1202475600	39	83
1202479200	39	82
1202482800	39	82
1202486400	39	82
1202490000	39	82
1202493600	39	80
1202497200	39	75
1202500800	39	71
1202504400	39	67
1202508000	39	66
1202511600	39	65
1202515200	40	65
1202518800	40	64
1202522400	40	65
1202526000	40	70
1202529600	40	72
1202533200	40	74
1202536800	40	79
1202540400	40	84
1202544000	40	90
1202547600	40	89
1202551200	40	87
1202554800	40	85
1202558400	40	83
1202562000	40	82
1202565600	40	84
1202569200	40	88
1202572800	40	89
1202576400	40	90
1202580000	40	92
1202583600	40	92
1202587200	40	92
1202590800	40	91
1202594400	40	92
1202598000	40	93
1202601600	41	92
1202605200	41	92
1202608800	41	92
1202612400	41	93
1202616000	41	93
1202619600	41	93
1202623200	41	94
1202626800	41	95
1202630400	41	95
1202634000	41	95
1202637600	41	94
1202641200	41	94
1202644800	41	92
1202648400	41	93
1202652000	41	93
1202655600	41	93
1202659200	41	94
1202662800	41	94
1202666400	41	93
1202670000	41	93
1202673600	41	93
1202677200	41	92
1202680800	41	92
1202684400	41	91
1202688000	42	91
1202691600	42	90
1202695200	42	89
1202698800	42	88
1202702400	42	88
1202706000	42	87
1202709600	42	87
1202713200	42	89
1202716800	42	91
1202720400	42	91
1202724000	42	92
1202727600	42	92
1202731200	42	92
1202734800	42	91
1202738400	42	90
1202742000	42	90
1202745600	42	91
1202749200	42	91
1202752800	42	91
1202756400	42	90
1202760000	42	88
1202763600	42	84
1202767200	42	76
1202770800	42	67
1202774400	43	64
1202778000	43	66
1202781600	43	66
1202785200	43	68
1202788800	43	66
1202792400	43	66
1202796000	43	68
1202799600	43	76
1202803200	43	84
1202806800	43	85
1202810400	43	84
1202814000	43	82
1202817600	43	84
1202821200	43	81
1202824800	43	82
1202828400	43	84
1202832000	43	85
1202835600	43	86
1202839200	43	88
1202842800	43	82
1202846400	43	77
1202850000	43	75
1202853600	43	72
1202857200	43	72
1202860800	44	72
1202864400	44	71
1202868000	44	69
1202871600	44	68
1202875200	44	69
1202878800	44	71
1202882400	44	76
1202886000	44	81
1202889600	44	86
1202893200	44	88
1202896800	44	89
1202900400	44	90
1202904000	44	91
1202907600	44	91
1202911200	44	91
1202914800	44	92
1202918400	44	92
1202922000	44	92
1202925600	44	93
1202929200	44	92
1202932800	44	92
1202936400	44	91
1202940000	44	92
1202943600	44	92
1202947200	45	92
