Unix	jday	rh
1167609600	1	52
1167613200	1	52
1167616800	1	54
1167620400	1	55
1167624000	1	58
1167627600	1	60
1167631200	1	63
1167634800	1	68
1167638400	1	75
1167642000	1	76
1167645600	1	75
1167649200	1	74
1167652800	1	74
1167656400	1	73
1167660000	1	73
1167663600	1	73
1167667200	1	74
1167670800	1	75
1167674400	1	74
1167678000	1	68
1167681600	1	60
1167685200	1	53
1167688800	1	50
1167692400	1	51
1167696000	2	51
1167699600	2	51
1167703200	2	51
1167706800	2	52
1167710400	2	53
1167714000	2	55
1167717600	2	59
1167721200	2	64
1167724800	2	72
1167728400	2	75
1167732000	2	75
1167735600	2	74
1167739200	2	74
1167742800	2	73
1167746400	2	73
1167750000	2	73
1167753600	2	73
1167757200	2	74
1167760800	2	72
1167764400	2	67
1167768000	2	60
1167771600	2	53
1167775200	2	49
1167778800	2	52
1167782400	3	55
1167786000	3	54
1167789600	3	56
1167793200	3	58
1167796800	3	60
1167800400	3	64
1167804000	3	69
1167807600	3	73
1167811200	3	75
1167814800	3	76
1167818400	3	82
1167822000	3	86
1167825600	3	86
1167829200	3	87
1167832800	3	87
1167836400	3	87
1167840000	3	87
1167843600	3	86
1167847200	3	85
1167850800	3	77
1167854400	3	69
1167858000	3	67
1167861600	3	66
1167865200	3	65
1167868800	4	66
1167872400	4	65
1167876000	4	66
1167879600	4	68
1167883200	4	70
1167886800	4	73
1167890400	4	76
1167894000	4	80
1167897600	4	87
1167901200	4	92
1167904800	4	90
1167908400	4	88
1167912000	4	89
1167915600	4	89
1167919200	4	89
1167922800	4	89
1167926400	4	90
1167930000	4	91
1167933600	4	90
1167937200	4	89
1167940800	4	86
1167944400	4	75
1167948000	4	71
1167951600	4	70
1167955200	5	69
1167958800	5	69
1167962400	5	71
1167966000	5	74
1167969600	5	76
1167973200	5	78
1167976800	5	80
1167980400	5	82
1167984000	5	88
1167987600	5	90
1167991200	5	90
1167994800	5	89
1167998400	5	90
1168002000	5	90
1168005600	5	91
1168009200	5	91
1168012800	5	90
1168016400	5	89
1168020000	5	88
1168023600	5	87
1168027200	5	84
1168030800	5	78
1168034400	5	74
1168038000	5	73
1168041600	6	72
1168045200	6	71
1168048800	6	71
1168052400	6	73
1168056000	6	77
1168059600	6	81
1168063200	6	86
1168066800	6	90
1168070400	6	92
1168074000	6	92
1168077600	6	93
1168081200	6	93
1168084800	6	95
1168088400	6	95
1168092000	6	96
1168095600	6	96
1168099200	6	95
1168102800	6	95
1168106400	6	94
1168110000	6	92
1168113600	6	89
1168117200	6	85
1168120800	6	78
1168124400	6	72
1168128000	7	71
1168131600	7	74
1168135200	7	80
1168138800	7	84
1168142400	7	86
1168146000	7	88
1168149600	7	90
1168153200	7	91
1168156800	7	91
1168160400	7	92
1168164000	7	92
1168167600	7	92
1168171200	7	93
1168174800	7	94
1168178400	7	95
1168182000	7	95
1168185600	7	95
1168189200	7	95
1168192800	7	94
1168196400	7	94
1168200000	7	93
1168203600	7	92
1168207200	7	90
1168210800	7	87
1168214400	8	84
1168218000	8	82
1168221600	8	79
1168225200	8	81
1168228800	8	85
1168232400	8	87
1168236000	8	91
1168239600	8	91
1168243200	8	92
1168246800	8	92
1168250400	8	93
1168254000	8	93
1168257600	8	94
1168261200	8	93
1168264800	8	93
1168268400	8	92
1168272000	8	92
1168275600	8	91
1168279200	8	91
1168282800	8	89
1168286400	8	89
1168290000	8	89
1168293600	8	89
1168297200	8	88
1168300800	9	85
1168304400	9	85
1168308000	9	86
1168311600	9	88
1168315200	9	89
1168318800	9	89
1168322400	9	89
1168326000	9	90
1168329600	9	90
1168333200	9	90
1168336800	9	90
1168340400	9	90
1168344000	9	90
1168347600	9	89
1168351200	9	88
1168354800	9	88
1168358400	9	89
1168362000	9	89
1168365600	9	89
1168369200	9	90
1168372800	9	90
1168376400	9	90
1168380000	9	89
1168383600	9	89
1168387200	10	89
1168390800	10	89
1168394400	10	90
1168398000	10	90
1168401600	10	91
1168405200	10	92
1168408800	10	92
1168412400	10	92
1168416000	10	92
1168419600	10	91
1168423200	10	91
1168426800	10	92
1168430400	10	92
1168434000	10	93
1168437600	10	94
1168441200	10	94
1168444800	10	94
1168448400	10	94
1168452000	10	94
1168455600	10	94
1168459200	10	93
1168462800	10	92
1168466400	10	92
1168470000	10	93
1168473600	11	93
1168477200	11	92
1168480800	11	92
1168484400	11	92
1168488000	11	92
1168491600	11	92
1168495200	11	92
1168498800	11	92
1168502400	11	92
1168506000	11	92
1168509600	11	91
1168513200	11	91
1168516800	11	91
1168520400	11	91
1168524000	11	91
1168527600	11	90
1168531200	11	88
1168534800	11	87
1168538400	11	85
1168542000	11	81
1168545600	11	77
1168549200	11	74
1168552800	11	70
1168556400	11	67
1168560000	12	65
1168563600	12	63
1168567200	12	63
1168570800	12	64
1168574400	12	66
1168578000	12	68
1168581600	12	72
1168585200	12	78
1168588800	12	86
1168592400	12	87
1168596000	12	86
1168599600	12	84
1168603200	12	85
1168606800	12	86
1168610400	12	86
1168614000	12	85
1168617600	12	86
1168621200	12	88
1168624800	12	88
1168628400	12	88
1168632000	12	89
1168635600	12	90
1168639200	12	92
1168642800	12	92
1168646400	13	91
1168650000	13	90
1168653600	13	90
1168657200	13	89
1168660800	13	85
1168664400	13	83
1168668000	13	85
1168671600	13	88
1168675200	13	90
1168678800	13	90
1168682400	13	92
1168686000	13	93
1168689600	13	93
1168693200	13	94
1168696800	13	93
1168700400	13	93
1168704000	13	92
1168707600	13	91
1168711200	13	91
1168714800	13	92
1168718400	13	93
1168722000	13	92
1168725600	13	92
1168729200	13	93
1168732800	14	94
1168736400	14	94
1168740000	14	95
1168743600	14	95
1168747200	14	94
1168750800	14	94
1168754400	14	93
1168758000	14	93
1168761600	14	93
1168765200	14	94
1168768800	14	94
1168772400	14	94
1168776000	14	93
1168779600	14	94
1168783200	14	94
1168786800	14	95
1168790400	14	95
1168794000	14	94
1168797600	14	92
1168801200	14	91
1168804800	14	88
1168808400	14	79
1168812000	14	71
1168815600	14	67
1168819200	15	67
1168822800	15	66
1168826400	15	66
1168830000	15	67
1168833600	15	69
1168837200	15	71
1168840800	15	73
1168844400	15	78
1168848000	15	82
1168851600	15	84
1168855200	15	85
1168858800	15	86
1168862400	15	87
1168866000	15	88
1168869600	15	89
1168873200	15	90
1168876800	15	91
1168880400	15	92
1168884000	15	90
1168887600	15	88
1168891200	15	81
1168894800	15	73
1168898400	15	68
1168902000	15	64
1168905600	16	63
1168909200	16	60
1168912800	16	59
1168916400	16	61
1168920000	16	64
1168923600	16	68
1168927200	16	73
1168930800	16	78
1168934400	16	85
1168938000	16	90
1168941600	16	90
1168945200	16	90
1168948800	16	90
1168952400	16	88
1168956000	16	88
1168959600	16	87
1168963200	16	87
1168966800	16	87
1168970400	16	88
1168974000	16	88
1168977600	16	86
1168981200	16	84
1168984800	16	82
1168988400	16	79
1168992000	17	77
1168995600	17	79
1168999200	17	81
1169002800	17	85
1169006400	17	86
1169010000	17	87
1169013600	17	87
1169017200	17	88
1169020800	17	89
1169024400	17	90
1169028000	17	89
1169031600	17	89
1169035200	17	89
1169038800	17	91
1169042400	17	91
1169046000	17	92
1169049600	17	92
1169053200	17	91
1169056800	17	91
1169060400	17	91
1169064000	17	90
1169067600	17	90
1169071200	17	90
1169074800	17	89
1169078400	18	88
1169082000	18	87
1169085600	18	83
1169089200	18	81
1169092800	18	78
1169096400	18	77
1169100000	18	77
1169103600	18	79
1169107200	18	84
1169110800	18	87
1169114400	18	89
1169118000	18	90
1169121600	18	92
1169125200	18	92
1169128800	18	91
1169132400	18	92
1169136000	18	91
1169139600	18	92
1169143200	18	93
1169146800	18	88
1169150400	18	82
1169154000	18	74
1169157600	18	71
1169161200	18	71
1169164800	19	70
1169168400	19	68
1169172000	19	68
1169175600	19	70
1169179200	19	73
1169182800	19	77
1169186400	19	84
1169190000	19	90
1169193600	19	92
1169197200	19	93
1169200800	19	93
1169204400	19	93
1169208000	19	94
1169211600	19	94
1169215200	19	94
1169218800	19	94
1169222400	19	95
1169226000	19	95
1169229600	19	94
1169233200	19	95
1169236800	19	95
1169240400	19	95
1169244000	19	95
1169247600	19	94
1169251200	20	93
1169254800	20	94
1169258400	20	94
1169262000	20	93
1169265600	20	93
1169269200	20	92
1169272800	20	92
1169276400	20	92
1169280000	20	91
1169283600	20	91
1169287200	20	91
1169290800	20	91
1169294400	20	92
1169298000	20	92
1169301600	20	92
1169305200	20	93
1169308800	20	93
1169312400	20	94
1169316000	20	93
1169319600	20	94
1169323200	20	94
1169326800	20	94
1169330400	20	94
1169334000	20	94
1169337600	21	93
1169341200	21	93
1169344800	21	94
1169348400	21	94
1169352000	21	94
1169355600	21	94
1169359200	21	93
1169362800	21	93
1169366400	21	94
1169370000	21	94
1169373600	21	94
1169377200	21	93
1169380800	21	94
1169384400	21	94
1169388000	21	94
1169391600	21	95
1169395200	21	95
1169398800	21	95
1169402400	21	94
1169406000	21	94
1169409600	21	94
1169413200	21	93
1169416800	21	93
1169420400	21	93
1169424000	22	94
1169427600	22	94
1169431200	22	94
1169434800	22	93
1169438400	22	92
1169442000	22	92
1169445600	22	91
1169449200	22	91
1169452800	22	92
1169456400	22	93
1169460000	22	93
1169463600	22	93
1169467200	22	94
1169470800	22	94
1169474400	22	95
1169478000	22	95
1169481600	22	96
1169485200	22	96
1169488800	22	95
1169492400	22	95
1169496000	22	93
1169499600	22	91
1169503200	22	86
1169506800	22	75
1169510400	23	68
1169514000	23	66
1169517600	23	65
1169521200	23	66
1169524800	23	69
1169528400	23	71
1169532000	23	74
1169535600	23	79
1169539200	23	86
1169542800	23	91
1169546400	23	92
1169550000	23	94
1169553600	23	94
1169557200	23	95
1169560800	23	95
1169564400	23	93
1169568000	23	92
1169571600	23	91
1169575200	23	90
1169578800	23	88
1169582400	23	82
1169586000	23	78
1169589600	23	77
1169593200	23	76
1169596800	24	76
1169600400	24	75
1169604000	24	75
1169607600	24	76
1169611200	24	79
1169614800	24	81
1169618400	24	82
1169622000	24	85
1169625600	24	88
1169629200	24	89
1169632800	24	90
1169636400	24	90
1169640000	24	91
1169643600	24	91
1169647200	24	91
1169650800	24	91
1169654400	24	90
1169658000	24	90
1169661600	24	90
1169665200	24	89
1169668800	24	85
1169672400	24	77
1169676000	24	70
1169679600	24	67
1169683200	25	64
1169686800	25	65
1169690400	25	66
1169694000	25	69
1169697600	25	73
1169701200	25	76
1169704800	25	81
1169708400	25	84
1169712000	25	88
1169715600	25	89
1169719200	25	90
1169722800	25	92
1169726400	25	91
1169730000	25	91
1169733600	25	90
1169737200	25	89
1169740800	25	87
1169744400	25	85
1169748000	25	85
1169751600	25	80
1169755200	25	76
1169758800	25	68
1169762400	25	62
1169766000	25	59
1169769600	26	56
1169773200	26	56
1169776800	26	56
1169780400	26	57
1169784000	26	58
1169787600	26	59
1169791200	26	62
1169794800	26	66
1169798400	26	72
1169802000	26	74
1169805600	26	75
1169809200	26	77
1169812800	26	81
1169816400	26	82
1169820000	26	79
1169823600	26	78
1169827200	26	79
1169830800	26	79
1169834400	26	80
1169838000	26	82
1169841600	26	83
1169845200	26	82
1169848800	26	82
1169852400	26	82
1169856000	27	81
1169859600	27	79
1169863200	27	77
1169866800	27	78
1169870400	27	81
1169874000	27	85
1169877600	27	86
1169881200	27	85
1169884800	27	89
1169888400	27	88
1169892000	27	87
1169895600	27	87
1169899200	27	87
1169902800	27	86
1169906400	27	86
1169910000	27	85
1169913600	27	86
1169917200	27	86
1169920800	27	86
1169924400	27	83
1169928000	27	77
1169931600	27	73
1169935200	27	75
1169938800	27	80
1169942400	28	83
1169946000	28	86
1169949600	28	91
1169953200	28	93
1169956800	28	93
1169960400	28	92
1169964000	28	89
1169967600	28	88
1169971200	28	87
1169974800	28	85
1169978400	28	84
1169982000	28	83
1169985600	28	83
1169989200	28	82
1169992800	28	81
1169996400	28	81
1.17e+09	28	82
1170003600	28	82
1170007200	28	81
1170010800	28	80
1170014400	28	75
1170018000	28	70
1170021600	28	81
1170025200	28	89
1170028800	29	91
1170032400	29	89
1170036000	29	87
1170039600	29	84
1170043200	29	82
1170046800	29	82
1170050400	29	82
1170054000	29	84
1170057600	29	85
1170061200	29	85
1170064800	29	86
1170068400	29	87
1170072000	29	87
1170075600	29	87
1170079200	29	88
1170082800	29	87
1170086400	29	87
1170090000	29	86
1170093600	29	86
1170097200	29	85
1170100800	29	82
1170104400	29	79
1170108000	29	73
1170111600	29	67
1170115200	30	60
1170118800	30	58
1170122400	30	58
1170126000	30	58
1170129600	30	60
1170133200	30	62
1170136800	30	66
1170140400	30	70
1170144000	30	79
1170147600	30	79
1170151200	30	81
1170154800	30	81
1170158400	30	78
1170162000	30	78
1170165600	30	79
1170169200	30	80
1170172800	30	82
1170176400	30	83
1170180000	30	83
1170183600	30	78
1170187200	30	75
1170190800	30	75
1170194400	30	76
1170198000	30	77
1170201600	31	78
1170205200	31	76
1170208800	31	79
1170212400	31	83
1170216000	31	87
1170219600	31	90
1170223200	31	93
1170226800	31	94
1170230400	31	95
1170234000	31	95
1170237600	31	95
1170241200	31	96
1170244800	31	96
1170248400	31	97
1170252000	31	97
1170255600	31	97
1170259200	31	96
1170262800	31	96
1170266400	31	94
1170270000	31	91
1170273600	31	89
1170277200	31	87
1170280800	31	82
1170288000	32	66
1170291600	32	64
1170295200	32	64
1170298800	32	62
1170302400	32	64
1170306000	32	66
